source,target,haplotype_count,path_support_fraction,source_transition_agreement,consistency_score
n10116,n20310,124,1.0,1.0,1.0
n10117,n18585,124,1.0,1.0,1.0
n10118,n18609,124,1.0,1.0,1.0
n10119,n13477,124,1.0,1.0,1.0
n1012,n9721,124,1.0,1.0,1.0
n10120,n20326,124,1.0,1.0,1.0
n10121,n20338,124,1.0,1.0,1.0
n10122,n20343,124,1.0,1.0,1.0
n10123,n18502,124,1.0,1.0,1.0
n10124,n13295,124,1.0,1.0,1.0
n10125,n18876,124,1.0,1.0,1.0
n10126,n19458,124,1.0,1.0,1.0
n10127,n20079,123,0.9919354838709677,1.0,0.9959677419354839
n10128,n18741,124,1.0,1.0,1.0
n10129,n15594,124,1.0,1.0,1.0
n1013,n9770,124,1.0,1.0,1.0
n10130,n20381,124,1.0,1.0,1.0
n10131,n13223,124,1.0,1.0,1.0
n10132,n4080,124,1.0,1.0,1.0
n10133,n18284,124,1.0,1.0,1.0
n10134,n16186,124,1.0,1.0,1.0
n10135,n18827,124,1.0,1.0,1.0
n10136,n20395,124,1.0,1.0,1.0
n10137,n6492,124,1.0,1.0,1.0
n10138,n6860,124,1.0,1.0,1.0
n10139,n14120,124,1.0,1.0,1.0
n1014,n14823,124,1.0,1.0,1.0
n10140,n14135,124,1.0,1.0,1.0
n10141,n17136,124,1.0,1.0,1.0
n10142,n16385,124,1.0,1.0,1.0
n10143,n17197,124,1.0,1.0,1.0
n10144,n17310,124,1.0,1.0,1.0
n10145,n14274,124,1.0,1.0,1.0
n10146,n11438,124,1.0,1.0,1.0
n10146,n20435,124,1.0,1.0,1.0
n10147,n12413,124,1.0,1.0,1.0
n10148,n20439,123,0.9919354838709677,1.0,0.9959677419354839
n10149,n14415,124,1.0,1.0,1.0
n1015,n15230,124,1.0,1.0,1.0
n10150,n18594,124,1.0,1.0,1.0
n10151,n20450,124,1.0,1.0,1.0
n10152,n19000,124,1.0,1.0,1.0
n10153,n2860,124,1.0,1.0,1.0
n10154,n20461,124,1.0,1.0,1.0
n10155,n16450,124,1.0,1.0,1.0
n10156,n19070,124,1.0,1.0,1.0
n10157,n16973,124,1.0,1.0,1.0
n10158,n17068,124,1.0,1.0,1.0
n10159,n19113,124,1.0,1.0,1.0
n1016,n18859,124,1.0,1.0,1.0
n10160,n19444,124,1.0,1.0,1.0
n10160,n20623,124,1.0,1.0,1.0
n10161,n18767,124,1.0,1.0,1.0
n10162,n20681,124,1.0,1.0,1.0
n10163,n20501,124,1.0,1.0,1.0
n10164,n15211,124,1.0,1.0,1.0
n10165,n15311,124,1.0,1.0,1.0
n10166,n15373,124,1.0,1.0,1.0
n10167,n20573,124,1.0,1.0,1.0
n10168,n20574,124,1.0,1.0,1.0
n10169,n2666,124,1.0,1.0,1.0
n1017,n2890,124,1.0,1.0,1.0
n10170,n20584,124,1.0,1.0,1.0
n10171,n19398,124,1.0,1.0,1.0
n10172,n15809,124,1.0,1.0,1.0
n10173,n19424,124,1.0,1.0,1.0
n10174,n19429,124,1.0,1.0,1.0
n10175,n13908,124,1.0,1.0,1.0
n10176,n14174,124,1.0,1.0,1.0
n10177,n15959,124,1.0,1.0,1.0
n10178,n19467,1,0.008064516129032258,1.0,0.5040322580645161
n10179,n19491,124,1.0,1.0,1.0
n1018,n18328,124,1.0,1.0,1.0
n10180,n16489,124,1.0,1.0,1.0
n10181,n19508,124,1.0,1.0,1.0
n10182,n16205,124,1.0,1.0,1.0
n10183,n19544,124,1.0,1.0,1.0
n10184,n16015,123,0.9919354838709677,1.0,0.9959677419354839
n10185,n19572,124,1.0,1.0,1.0
n10186,n1677,124,1.0,1.0,1.0
n10187,n6398,123,0.9919354838709677,1.0,0.9959677419354839
n10188,n10697,124,1.0,1.0,1.0
n10189,n3231,124,1.0,1.0,1.0
n1019,n14546,124,1.0,1.0,1.0
n10190,n12714,124,1.0,1.0,1.0
n10191,n19749,124,1.0,1.0,1.0
n10192,n6229,119,0.9596774193548387,0.9916666666666667,0.9756720430107527
n10192,n6232,1,0.008064516129032258,0.008333333333333333,0.008198924731182795
n10193,n16866,124,1.0,1.0,1.0
n10194,n19799,124,1.0,1.0,1.0
n10195,n16889,124,1.0,1.0,1.0
n10196,n9240,124,1.0,1.0,1.0
n10197,n16922,123,0.9919354838709677,1.0,0.9959677419354839
n10198,n20759,124,1.0,1.0,1.0
n10199,n12137,123,0.9919354838709677,1.0,0.9959677419354839
n102,n1605,124,1.0,1.0,1.0
n1020,n14663,1,0.008064516129032258,1.0,0.5040322580645161
n10200,n8281,124,1.0,1.0,1.0
n10201,n16989,124,1.0,1.0,1.0
n10202,n17001,124,1.0,1.0,1.0
n10203,n8381,124,1.0,1.0,1.0
n10204,n19844,124,1.0,1.0,1.0
n10205,n10278,124,1.0,1.0,1.0
n10206,n20777,124,1.0,1.0,1.0
n10207,n17092,124,1.0,1.0,1.0
n10208,n17150,124,1.0,1.0,1.0
n10209,n9237,124,1.0,1.0,1.0
n1021,n19721,124,1.0,1.0,1.0
n10210,n17286,123,0.9919354838709677,1.0,0.9959677419354839
n10211,n12081,124,1.0,1.0,1.0
n10212,n20804,124,1.0,1.0,1.0
n10213,n17405,124,1.0,1.0,1.0
n10214,n17421,124,1.0,1.0,1.0
n10215,n20002,124,1.0,1.0,1.0
n10216,n20131,124,1.0,1.0,1.0
n10217,n20010,124,1.0,1.0,1.0
n10218,n19682,124,1.0,1.0,1.0
n10218,n20842,124,1.0,1.0,1.0
n10219,n505,124,1.0,1.0,1.0
n1022,n2896,124,1.0,1.0,1.0
n10220,n10473,124,1.0,1.0,1.0
n10221,n20052,124,1.0,1.0,1.0
n10222,n3062,124,1.0,1.0,1.0
n10223,n10620,124,1.0,1.0,1.0
n10224,n20876,124,1.0,1.0,1.0
n10225,n17761,123,0.9919354838709677,1.0,0.9959677419354839
n10226,n20880,124,1.0,1.0,1.0
n10227,n3138,123,0.9919354838709677,1.0,0.9959677419354839
n10228,n12080,124,1.0,1.0,1.0
n10229,n20111,124,1.0,1.0,1.0
n1023,n20866,124,1.0,1.0,1.0
n10230,n17891,124,1.0,1.0,1.0
n10231,n20905,124,1.0,1.0,1.0
n10232,n11646,124,1.0,1.0,1.0
n10233,n11716,124,1.0,1.0,1.0
n10234,n7173,124,1.0,1.0,1.0
n10235,n12015,124,1.0,1.0,1.0
n10236,n9375,124,1.0,1.0,1.0
n10237,n9638,124,1.0,1.0,1.0
n10238,n20928,124,1.0,1.0,1.0
n10239,n20930,123,0.9919354838709677,1.0,0.9959677419354839
n1024,n417,124,1.0,1.0,1.0
n10240,n18304,124,1.0,1.0,1.0
n10241,n20745,123,0.9919354838709677,1.0,0.9959677419354839
n10242,n20242,124,1.0,1.0,1.0
n10243,n20246,124,1.0,1.0,1.0
n10244,n20259,124,1.0,1.0,1.0
n10245,n12824,124,1.0,1.0,1.0
n10246,n18573,124,1.0,1.0,1.0
n10247,n13178,124,1.0,1.0,1.0
n10248,n13709,124,1.0,1.0,1.0
n10249,n14145,124,1.0,1.0,1.0
n1025,n981,124,1.0,1.0,1.0
n10250,n14604,124,1.0,1.0,1.0
n10251,n6290,124,1.0,1.0,1.0
n10252,n6558,124,1.0,1.0,1.0
n10253,n13985,124,1.0,1.0,1.0
n10254,n20474,124,1.0,1.0,1.0
n10255,n19055,124,1.0,1.0,1.0
n10256,n19854,124,1.0,1.0,1.0
n10257,n14916,124,1.0,1.0,1.0
n10258,n20812,124,1.0,1.0,1.0
n10259,n21057,124,1.0,1.0,1.0
n1026,n19389,124,1.0,1.0,1.0
n10260,n20531,124,1.0,1.0,1.0
n10261,n20539,1,0.008064516129032258,1.0,0.5040322580645161
n10262,n19238,124,1.0,1.0,1.0
n10263,n20547,124,1.0,1.0,1.0
n10264,n21076,124,1.0,1.0,1.0
n10265,n2077,124,1.0,1.0,1.0
n10266,n21096,124,1.0,1.0,1.0
n10267,n21105,124,1.0,1.0,1.0
n10268,n19484,123,0.9919354838709677,1.0,0.9959677419354839
n10269,n21114,1,0.008064516129032258,1.0,0.5040322580645161
n1027,n9962,124,1.0,1.0,1.0
n10270,n19593,124,1.0,1.0,1.0
n10271,n20702,124,1.0,1.0,1.0
n10272,n20712,124,1.0,1.0,1.0
n10273,n4007,123,0.9919354838709677,1.0,0.9959677419354839
n10274,n7399,124,1.0,1.0,1.0
n10275,n21152,124,1.0,1.0,1.0
n10276,n19767,124,1.0,1.0,1.0
n10277,n21157,124,1.0,1.0,1.0
n10278,n17133,124,1.0,1.0,1.0
n10279,n20796,124,1.0,1.0,1.0
n1028,n5229,124,1.0,1.0,1.0
n10280,n17904,124,1.0,1.0,1.0
n10281,n20029,124,1.0,1.0,1.0
n10281,n20852,124,1.0,1.0,1.0
n10281,n20853,124,1.0,1.0,1.0
n10282,n20861,124,1.0,1.0,1.0
n10283,n21207,124,1.0,1.0,1.0
n10284,n20237,124,1.0,1.0,1.0
n10285,n20239,124,1.0,1.0,1.0
n10286,n20251,124,1.0,1.0,1.0
n10287,n13739,124,1.0,1.0,1.0
n10287,n15021,124,1.0,1.0,1.0
n10287,n18735,124,1.0,1.0,1.0
n10288,n20992,124,1.0,1.0,1.0
n10289,n14084,124,1.0,1.0,1.0
n1029,n16654,124,1.0,1.0,1.0
n10290,n21010,123,0.9919354838709677,1.0,0.9959677419354839
n10291,n19246,124,1.0,1.0,1.0
n10291,n19249,124,1.0,1.0,1.0
n10292,n15246,124,1.0,1.0,1.0
n10293,n20551,124,1.0,1.0,1.0
n10294,n19412,124,1.0,1.0,1.0
n10295,n15840,124,1.0,1.0,1.0
n10296,n21112,124,1.0,1.0,1.0
n10297,n21130,124,1.0,1.0,1.0
n10298,n21285,124,1.0,1.0,1.0
n10299,n7743,122,0.9838709677419355,1.0,0.9919354838709677
n103,n1608,124,1.0,1.0,1.0
n1030,n19918,124,1.0,1.0,1.0
n10300,n7809,124,1.0,1.0,1.0
n10301,n21301,124,1.0,1.0,1.0
n10302,n21303,1,0.008064516129032258,0.008064516129032258,0.008064516129032258
n10302,n21304,123,0.9919354838709677,0.9919354838709677,0.9919354838709677
n10303,n21312,124,1.0,1.0,1.0
n10304,n20164,124,1.0,1.0,1.0
n10305,n21019,124,1.0,1.0,1.0
n10306,n21040,124,1.0,1.0,1.0
n10307,n20033,124,1.0,1.0,1.0
n10308,n21235,124,1.0,1.0,1.0
n10309,n19197,124,1.0,1.0,1.0
n1031,n10053,124,1.0,1.0,1.0
n10310,n20379,124,1.0,1.0,1.0
n10311,n21381,124,1.0,1.0,1.0
n10312,n709,124,1.0,1.0,1.0
n10313,n1692,124,1.0,1.0,1.0
n10314,n755,124,1.0,1.0,1.0
n10315,n45,123,0.9919354838709677,1.0,0.9959677419354839
n10316,n245,124,1.0,1.0,1.0
n10317,n265,124,1.0,1.0,1.0
n10318,n708,124,1.0,1.0,1.0
n10319,n6007,124,1.0,1.0,1.0
n1032,n19995,123,0.9919354838709677,1.0,0.9959677419354839
n10320,n762,123,0.9919354838709677,1.0,0.9959677419354839
n10321,n3037,124,1.0,1.0,1.0
n10322,n155,124,1.0,1.0,1.0
n10323,n3171,124,1.0,1.0,1.0
n10324,n193,124,1.0,1.0,1.0
n10325,n81,124,1.0,1.0,1.0
n10326,n213,124,1.0,1.0,1.0
n10327,n1441,124,1.0,1.0,1.0
n10328,n219,124,1.0,1.0,1.0
n10329,n101,124,1.0,1.0,1.0
n1033,n1450,124,1.0,1.0,1.0
n10330,n637,124,1.0,1.0,1.0
n10331,n254,124,1.0,1.0,1.0
n10332,n657,124,1.0,1.0,1.0
n10333,n706,124,1.0,1.0,1.0
n10334,n21158,124,1.0,1.0,1.0
n10335,n2016,124,1.0,1.0,1.0
n10336,n2043,124,1.0,1.0,1.0
n10337,n6887,124,1.0,1.0,1.0
n10338,n134,124,1.0,1.0,1.0
n10339,n823,124,1.0,1.0,1.0
n1034,n10098,124,1.0,1.0,1.0
n10340,n7392,124,1.0,1.0,1.0
n10341,n141,124,1.0,1.0,1.0
n10342,n7604,124,1.0,1.0,1.0
n10343,n2341,124,1.0,1.0,1.0
n10344,n341,124,1.0,1.0,1.0
n10345,n149,124,1.0,1.0,1.0
n10346,n158,124,1.0,1.0,1.0
n10347,n1077,124,1.0,1.0,1.0
n10348,n1501,124,1.0,1.0,1.0
n10349,n3248,124,1.0,1.0,1.0
n1035,n10134,124,1.0,1.0,1.0
n10350,n3688,124,1.0,1.0,1.0
n10351,n173,124,1.0,1.0,1.0
n10352,n1201,124,1.0,1.0,1.0
n10353,n189,124,1.0,1.0,1.0
n10354,n1326,124,1.0,1.0,1.0
n10355,n4182,124,1.0,1.0,1.0
n10356,n16058,124,1.0,1.0,1.0
n10357,n4301,124,1.0,1.0,1.0
n10358,n1514,124,1.0,1.0,1.0
n10359,n1548,124,1.0,1.0,1.0
n1036,n19407,124,1.0,1.0,1.0
n10360,n241,124,1.0,1.0,1.0
n10361,n244,124,1.0,1.0,1.0
n10362,n16406,124,1.0,1.0,1.0
n10363,n17230,124,1.0,1.0,1.0
n10364,n5356,124,1.0,1.0,1.0
n10365,n1779,124,1.0,1.0,1.0
n10366,n710,124,1.0,1.0,1.0
n10367,n6093,124,1.0,1.0,1.0
n10368,n2997,124,1.0,1.0,1.0
n10369,n1989,124,1.0,1.0,1.0
n1037,n3991,124,1.0,1.0,1.0
n10370,n774,124,1.0,1.0,1.0
n10371,n791,124,1.0,1.0,1.0
n10372,n11286,124,1.0,1.0,1.0
n10373,n7064,124,1.0,1.0,1.0
n10374,n834,124,1.0,1.0,1.0
n10375,n835,124,1.0,1.0,1.0
n10376,n5151,124,1.0,1.0,1.0
n10377,n840,124,1.0,1.0,1.0
n10378,n869,124,1.0,1.0,1.0
n10379,n2439,124,1.0,1.0,1.0
n1038,n2976,124,1.0,1.0,1.0
n10380,n8501,124,1.0,1.0,1.0
n10381,n8720,121,0.9758064516129032,1.0,0.9879032258064516
n10382,n15460,124,1.0,1.0,1.0
n10383,n383,124,1.0,1.0,1.0
n10384,n384,124,1.0,1.0,1.0
n10385,n17403,124,1.0,1.0,1.0
n10386,n18198,124,1.0,1.0,1.0
n10387,n13256,124,1.0,1.0,1.0
n10388,n1024,124,1.0,1.0,1.0
n10389,n407,124,1.0,1.0,1.0
n1039,n2978,124,1.0,1.0,1.0
n10390,n408,124,1.0,1.0,1.0
n10391,n1033,124,1.0,1.0,1.0
n10392,n10127,123,0.9919354838709677,1.0,0.9959677419354839
n10393,n414,124,1.0,1.0,1.0
n10394,n53,124,1.0,1.0,1.0
n10395,n1042,124,1.0,1.0,1.0
n10396,n1069,124,1.0,1.0,1.0
n10397,n2904,124,1.0,1.0,1.0
n10398,n430,124,1.0,1.0,1.0
n10399,n440,124,1.0,1.0,1.0
n104,n1612,124,1.0,1.0,1.0
n1040,n2981,124,1.0,1.0,1.0
n10400,n3237,124,1.0,1.0,1.0
n10401,n3259,124,1.0,1.0,1.0
n10402,n3294,124,1.0,1.0,1.0
n10403,n11241,124,1.0,1.0,1.0
n10404,n15538,124,1.0,1.0,1.0
n10405,n11405,124,1.0,1.0,1.0
n10406,n11421,124,1.0,1.0,1.0
n10407,n3444,124,1.0,1.0,1.0
n10408,n11735,124,1.0,1.0,1.0
n10409,n2140,124,1.0,1.0,1.0
n1041,n20774,1,0.008064516129032258,0.008064516129032258,0.008064516129032258
n1041,n2985,124,1.0,1.0,1.0
n10410,n7535,124,1.0,1.0,1.0
n10411,n9495,124,1.0,1.0,1.0
n10412,n2358,1,0.008064516129032258,1.0,0.5040322580645161
n10413,n12916,124,1.0,1.0,1.0
n10414,n13054,123,0.9919354838709677,1.0,0.9959677419354839
n10415,n10023,124,1.0,1.0,1.0
n10416,n4000,124,1.0,1.0,1.0
n10417,n4001,124,1.0,1.0,1.0
n10418,n516,123,0.9919354838709677,1.0,0.9959677419354839
n10419,n4099,1,0.008064516129032258,1.0,0.5040322580645161
n1042,n10219,124,1.0,1.0,1.0
n10420,n13654,124,1.0,1.0,1.0
n10421,n1350,123,0.9919354838709677,1.0,0.9959677419354839
n10422,n528,124,1.0,1.0,1.0
n10423,n532,124,1.0,1.0,1.0
n10424,n8715,124,1.0,1.0,1.0
n10425,n1431,124,1.0,1.0,1.0
n10426,n18402,124,1.0,1.0,1.0
n10427,n19512,124,1.0,1.0,1.0
n10428,n272,124,1.0,1.0,1.0
n10429,n1478,124,1.0,1.0,1.0
n1043,n20867,124,1.0,1.0,1.0
n10430,n1480,124,1.0,1.0,1.0
n10431,n4581,124,1.0,1.0,1.0
n10432,n4605,124,1.0,1.0,1.0
n10433,n1532,124,1.0,1.0,1.0
n10434,n1537,124,1.0,1.0,1.0
n10435,n15731,124,1.0,1.0,1.0
n10435,n4739,124,1.0,1.0,1.0
n10436,n609,124,1.0,1.0,1.0
n10437,n13853,124,1.0,1.0,1.0
n10438,n15999,124,1.0,1.0,1.0
n10439,n4836,123,0.9919354838709677,1.0,0.9959677419354839
n1044,n20212,123,0.9919354838709677,1.0,0.9959677419354839
n10440,n4877,122,0.9838709677419355,0.991869918699187,0.9878704432205612
n10440,n4878,1,0.008064516129032258,0.008130081300813009,0.008097298714922634
n10441,n16274,124,1.0,1.0,1.0
n10442,n4991,124,1.0,1.0,1.0
n10443,n4993,124,1.0,1.0,1.0
n10444,n5050,124,1.0,1.0,1.0
n10445,n1628,124,1.0,1.0,1.0
n10446,n1631,124,1.0,1.0,1.0
n10447,n1636,124,1.0,1.0,1.0
n10448,n1638,124,1.0,1.0,1.0
n10449,n5097,123,0.9919354838709677,1.0,0.9959677419354839
n1045,n18839,124,1.0,1.0,1.0
n10450,n16749,124,1.0,1.0,1.0
n10451,n18298,124,1.0,1.0,1.0
n10452,n5178,124,1.0,1.0,1.0
n10453,n10339,124,1.0,1.0,1.0
n10454,n212,124,1.0,1.0,1.0
n10455,n10513,124,1.0,1.0,1.0
n10456,n10770,124,1.0,1.0,1.0
n10457,n17768,124,1.0,1.0,1.0
n10458,n664,124,1.0,1.0,1.0
n10459,n670,124,1.0,1.0,1.0
n1046,n20416,124,1.0,1.0,1.0
n10460,n18038,124,1.0,1.0,1.0
n10461,n671,124,1.0,1.0,1.0
n10462,n5334,124,1.0,1.0,1.0
n10463,n5346,123,0.9919354838709677,1.0,0.9959677419354839
n10464,n1735,124,1.0,1.0,1.0
n10465,n12461,124,1.0,1.0,1.0
n10466,n5414,124,1.0,1.0,1.0
n10467,n693,124,1.0,1.0,1.0
n10468,n20327,124,1.0,1.0,1.0
n10469,n14866,124,1.0,1.0,1.0
n1047,n10264,124,1.0,1.0,1.0
n10470,n19576,124,1.0,1.0,1.0
n10471,n712,124,1.0,1.0,1.0
n10472,n6635,124,1.0,1.0,1.0
n10473,n1840,124,1.0,1.0,1.0
n10474,n20025,124,1.0,1.0,1.0
n10475,n19634,124,1.0,1.0,1.0
n10476,n5982,124,1.0,1.0,1.0
n10477,n1913,124,1.0,1.0,1.0
n10478,n21250,124,1.0,1.0,1.0
n10479,n20528,124,1.0,1.0,1.0
n1048,n3002,124,1.0,1.0,1.0
n10480,n1922,124,1.0,1.0,1.0
n10481,n1675,124,1.0,1.0,1.0
n10482,n4752,124,1.0,1.0,1.0
n10483,n8924,124,1.0,1.0,1.0
n10484,n1229,124,1.0,1.0,1.0
n10485,n772,124,1.0,1.0,1.0
n10486,n6410,124,1.0,1.0,1.0
n10487,n2022,124,1.0,1.0,1.0
n10488,n2047,124,1.0,1.0,1.0
n10489,n2360,124,1.0,1.0,1.0
n1049,n20652,123,0.9919354838709677,1.0,0.9959677419354839
n1049,n3006,1,0.008064516129032258,0.008130081300813009,0.008097298714922634
n10490,n6681,124,1.0,1.0,1.0
n10491,n13355,124,1.0,1.0,1.0
n10492,n820,124,1.0,1.0,1.0
n10493,n4218,124,1.0,1.0,1.0
n10494,n4270,124,1.0,1.0,1.0
n10495,n7096,123,0.9919354838709677,1.0,0.9959677419354839
n10496,n7136,124,1.0,1.0,1.0
n10497,n4452,124,1.0,1.0,1.0
n10498,n2215,124,1.0,1.0,1.0
n10499,n4710,124,1.0,1.0,1.0
n105,n1680,124,1.0,1.0,1.0
n1050,n16343,124,1.0,1.0,1.0
n10500,n839,124,1.0,1.0,1.0
n10501,n5470,124,1.0,1.0,1.0
n10502,n851,124,1.0,1.0,1.0
n10503,n5747,123,0.9919354838709677,1.0,0.9959677419354839
n10504,n2838,124,1.0,1.0,1.0
n10505,n2340,124,1.0,1.0,1.0
n10506,n6484,124,1.0,1.0,1.0
n10507,n2357,124,1.0,1.0,1.0
n10508,n2361,124,1.0,1.0,1.0
n10509,n868,124,1.0,1.0,1.0
n1051,n20719,124,1.0,1.0,1.0
n10510,n2399,124,1.0,1.0,1.0
n10511,n308,124,1.0,1.0,1.0
n10512,n7550,123,0.9919354838709677,1.0,0.9959677419354839
n10513,n891,124,1.0,1.0,1.0
