anchor_id,node_id,haplotype_count,U,D,C,alpha,beta,gamma,final_score,selected
a93,n93,3,0.25,0.06976744186046512,0.9375,0.35,0.35,0.3,0.39316860465116277,False
a94,n94,4,0.0,0.09302325581395349,1.0,0.35,0.35,0.3,0.3325581395348837,False
a95,n95,4,0.0,0.09302325581395349,1.0,0.35,0.35,0.3,0.3325581395348837,False
a96,n96,4,0.0,0.09302325581395349,1.0,0.35,0.35,0.3,0.3325581395348837,False
a97,n97,4,0.0,0.09302325581395349,1.0,0.35,0.35,0.3,0.3325581395348837,False
a98,n98,4,0.0,0.09302325581395349,1.0,0.35,0.35,0.3,0.3325581395348837,False
a99,n99,4,0.0,0.09302325581395349,1.0,0.35,0.35,0.3,0.3325581395348837,False
a100,n100,4,0.0,0.09302325581395349,1.0,0.35,0.35,0.3,0.3325581395348837,False
a101,n101,4,0.0,0.16279069767441862,0.8928571428571428,0.35,0.35,0.3,0.3248338870431894,False
a102,n102,4,0.0,0.09302325581395349,1.0,0.35,0.35,0.3,0.3325581395348837,False
a103,n103,4,0.0,0.09302325581395349,1.0,0.35,0.35,0.3,0.3325581395348837,False
a104,n104,4,0.0,0.09302325581395349,1.0,0.35,0.35,0.3,0.3325581395348837,False
a105,n105,4,0.0,0.09302325581395349,1.0,0.35,0.35,0.3,0.3325581395348837,False
a106,n106,4,0.0,0.09302325581395349,1.0,0.35,0.35,0.3,0.3325581395348837,False
a107,n107,3,0.25,0.06976744186046512,0.9375,0.35,0.35,0.3,0.39316860465116277,False
a108,n108,4,0.0,0.09302325581395349,1.0,0.35,0.35,0.3,0.3325581395348837,False
a109,n109,4,0.0,0.09302325581395349,1.0,0.35,0.35,0.3,0.3325581395348837,False
a110,n110,4,0.0,0.09302325581395349,1.0,0.35,0.35,0.3,0.3325581395348837,False
a111,n111,4,0.0,0.09302325581395349,1.0,0.35,0.35,0.3,0.3325581395348837,False
a112,n112,4,0.0,0.09302325581395349,1.0,0.35,0.35,0.3,0.3325581395348837,False
a113,n113,4,0.0,0.09302325581395349,1.0,0.35,0.35,0.3,0.3325581395348837,False
a114,n114,4,0.0,0.09302325581395349,1.0,0.35,0.35,0.3,0.3325581395348837,False
a115,n115,4,0.0,0.09302325581395349,1.0,0.35,0.35,0.3,0.3325581395348837,False
a116,n116,3,0.25,0.06976744186046512,0.9375,0.35,0.35,0.3,0.39316860465116277,False
a117,n117,4,0.0,0.09302325581395349,1.0,0.35,0.35,0.3,0.3325581395348837,False
a118,n118,3,0.25,0.13953488372093023,0.8125,0.35,0.35,0.3,0.38008720930232553,False
a119,n119,4,0.0,0.09302325581395349,1.0,0.35,0.35,0.3,0.3325581395348837,False
a120,n120,4,0.0,0.09302325581395349,1.0,0.35,0.35,0.3,0.3325581395348837,False
a121,n121,4,0.0,0.09302325581395349,1.0,0.35,0.35,0.3,0.3325581395348837,False
a122,n122,4,0.0,0.09302325581395349,1.0,0.35,0.35,0.3,0.3325581395348837,False
a123,n123,4,0.0,0.09302325581395349,1.0,0.35,0.35,0.3,0.3325581395348837,False
a124,n124,4,0.0,0.09302325581395349,1.0,0.35,0.35,0.3,0.3325581395348837,False
a125,n125,4,0.0,0.09302325581395349,1.0,0.35,0.35,0.3,0.3325581395348837,False
a126,n126,3,0.25,0.06976744186046512,0.9375,0.35,0.35,0.3,0.39316860465116277,False
a127,n127,4,0.0,0.09302325581395349,1.0,0.35,0.35,0.3,0.3325581395348837,False
a128,n128,3,0.25,0.06976744186046512,0.9375,0.35,0.35,0.3,0.39316860465116277,False
a129,n129,3,0.25,0.06976744186046512,0.9375,0.35,0.35,0.3,0.39316860465116277,False
a130,n130,4,0.0,0.09302325581395349,1.0,0.35,0.35,0.3,0.3325581395348837,False
a131,n131,4,0.0,0.09302325581395349,1.0,0.35,0.35,0.3,0.3325581395348837,False
a132,n132,4,0.0,0.09302325581395349,1.0,0.35,0.35,0.3,0.3325581395348837,False
a133,n133,4,0.0,0.09302325581395349,1.0,0.35,0.35,0.3,0.3325581395348837,False
a134,n134,4,0.0,0.09302325581395349,1.0,0.35,0.35,0.3,0.3325581395348837,False
a135,n135,4,0.0,0.09302325581395349,1.0,0.35,0.35,0.3,0.3325581395348837,False
a136,n136,4,0.0,0.09302325581395349,1.0,0.35,0.35,0.3,0.3325581395348837,False
a137,n137,4,0.0,0.09302325581395349,1.0,0.35,0.35,0.3,0.3325581395348837,False
a138,n138,4,0.0,0.09302325581395349,1.0,0.35,0.35,0.3,0.3325581395348837,False
a139,n139,4,0.0,0.09302325581395349,1.0,0.35,0.35,0.3,0.3325581395348837,False
a140,n140,3,0.25,0.06976744186046512,0.9375,0.35,0.35,0.3,0.39316860465116277,False
a141,n141,4,0.0,0.09302325581395349,1.0,0.35,0.35,0.3,0.3325581395348837,False
a142,n142,4,0.0,0.09302325581395349,1.0,0.35,0.35,0.3,0.3325581395348837,False
a143,n143,4,0.0,0.09302325581395349,1.0,0.35,0.35,0.3,0.3325581395348837,False
a144,n144,4,0.0,0.09302325581395349,1.0,0.35,0.35,0.3,0.3325581395348837,False
a145,n145,4,0.0,0.09302325581395349,1.0,0.35,0.35,0.3,0.3325581395348837,False
a146,n146,4,0.0,0.09302325581395349,1.0,0.35,0.35,0.3,0.3325581395348837,False
a147,n147,4,0.0,0.09302325581395349,1.0,0.35,0.35,0.3,0.3325581395348837,False
a148,n148,4,0.0,0.09302325581395349,1.0,0.35,0.35,0.3,0.3325581395348837,False
a149,n149,4,0.0,0.09302325581395349,1.0,0.35,0.35,0.3,0.3325581395348837,False
a150,n150,4,0.0,0.18604651162790697,0.875,0.35,0.35,0.3,0.3276162790697674,False
a151,n151,4,0.0,0.09302325581395349,1.0,0.35,0.35,0.3,0.3325581395348837,False
a152,n152,4,0.0,0.09302325581395349,1.0,0.35,0.35,0.3,0.3325581395348837,False
a153,n153,4,0.0,0.18604651162790697,1.0,0.35,0.35,0.3,0.3651162790697674,False
a154,n154,4,0.0,0.09302325581395349,1.0,0.35,0.35,0.3,0.3325581395348837,False
a155,n155,4,0.0,0.09302325581395349,1.0,0.35,0.35,0.3,0.3325581395348837,False
a156,n156,4,0.0,0.09302325581395349,1.0,0.35,0.35,0.3,0.3325581395348837,False
a157,n157,4,0.0,0.09302325581395349,1.0,0.35,0.35,0.3,0.3325581395348837,False
a158,n158,4,0.0,0.09302325581395349,1.0,0.35,0.35,0.3,0.3325581395348837,False
a159,n159,4,0.0,0.09302325581395349,1.0,0.35,0.35,0.3,0.3325581395348837,False
a160,n160,4,0.0,0.09302325581395349,1.0,0.35,0.35,0.3,0.3325581395348837,False
a161,n161,4,0.0,0.09302325581395349,1.0,0.35,0.35,0.3,0.3325581395348837,False
a162,n162,4,0.0,0.09302325581395349,1.0,0.35,0.35,0.3,0.3325581395348837,False
a163,n163,3,0.25,0.06976744186046512,0.9375,0.35,0.35,0.3,0.39316860465116277,False
a164,n164,4,0.0,0.09302325581395349,1.0,0.35,0.35,0.3,0.3325581395348837,False
a165,n165,4,0.0,0.09302325581395349,1.0,0.35,0.35,0.3,0.3325581395348837,False
a166,n166,4,0.0,0.09302325581395349,1.0,0.35,0.35,0.3,0.3325581395348837,False
a167,n167,4,0.0,0.09302325581395349,1.0,0.35,0.35,0.3,0.3325581395348837,False
a168,n168,4,0.0,0.09302325581395349,1.0,0.35,0.35,0.3,0.3325581395348837,False
a169,n169,3,0.25,0.06976744186046512,0.9375,0.35,0.35,0.3,0.39316860465116277,False
a170,n170,4,0.0,0.16279069767441862,0.7857142857142857,0.35,0.35,0.3,0.29269102990033224,False
a171,n171,4,0.0,0.09302325581395349,1.0,0.35,0.35,0.3,0.3325581395348837,False
a172,n172,4,0.0,0.09302325581395349,1.0,0.35,0.35,0.3,0.3325581395348837,False
a173,n173,4,0.0,0.09302325581395349,1.0,0.35,0.35,0.3,0.3325581395348837,False
a174,n174,4,0.0,0.09302325581395349,1.0,0.35,0.35,0.3,0.3325581395348837,False
a175,n175,4,0.0,0.09302325581395349,1.0,0.35,0.35,0.3,0.3325581395348837,False
a176,n176,4,0.0,0.09302325581395349,1.0,0.35,0.35,0.3,0.3325581395348837,False
a177,n177,4,0.0,0.09302325581395349,1.0,0.35,0.35,0.3,0.3325581395348837,False
a178,n178,4,0.0,0.09302325581395349,1.0,0.35,0.35,0.3,0.3325581395348837,False
a179,n179,4,0.0,0.18604651162790697,0.75,0.35,0.35,0.3,0.29011627906976745,False
a180,n180,4,0.0,0.09302325581395349,1.0,0.35,0.35,0.3,0.3325581395348837,False
a181,n181,4,0.0,0.09302325581395349,1.0,0.35,0.35,0.3,0.3325581395348837,False
a182,n182,3,0.25,0.06976744186046512,0.9375,0.35,0.35,0.3,0.39316860465116277,False
a183,n183,4,0.0,0.09302325581395349,1.0,0.35,0.35,0.3,0.3325581395348837,False
a184,n184,4,0.0,0.09302325581395349,1.0,0.35,0.35,0.3,0.3325581395348837,False
a185,n185,4,0.0,0.09302325581395349,1.0,0.35,0.35,0.3,0.3325581395348837,False
a186,n186,3,0.25,0.06976744186046512,0.9375,0.35,0.35,0.3,0.39316860465116277,False
a187,n187,4,0.0,0.09302325581395349,1.0,0.35,0.35,0.3,0.3325581395348837,False
a188,n188,3,0.25,0.06976744186046512,0.9375,0.35,0.35,0.3,0.39316860465116277,False
a189,n189,3,0.25,0.06976744186046512,0.9375,0.35,0.35,0.3,0.39316860465116277,False
a190,n190,4,0.0,0.09302325581395349,1.0,0.35,0.35,0.3,0.3325581395348837,False
a191,n191,4,0.0,0.09302325581395349,1.0,0.35,0.35,0.3,0.3325581395348837,False
a192,n192,4,0.0,0.09302325581395349,1.0,0.35,0.35,0.3,0.3325581395348837,False
a193,n193,3,0.25,0.06976744186046512,0.9375,0.35,0.35,0.3,0.39316860465116277,False
a194,n194,4,0.0,0.09302325581395349,1.0,0.35,0.35,0.3,0.3325581395348837,False
a195,n195,4,0.0,0.09302325581395349,1.0,0.35,0.35,0.3,0.3325581395348837,False
a196,n196,4,0.0,0.09302325581395349,1.0,0.35,0.35,0.3,0.3325581395348837,False
a197,n197,4,0.0,0.09302325581395349,1.0,0.35,0.35,0.3,0.3325581395348837,False
a198,n198,4,0.0,0.09302325581395349,1.0,0.35,0.35,0.3,0.3325581395348837,False
a199,n199,4,0.0,0.09302325581395349,1.0,0.35,0.35,0.3,0.3325581395348837,False
a200,n200,3,0.25,0.06976744186046512,0.9375,0.35,0.35,0.3,0.39316860465116277,False
a201,n201,4,0.0,0.09302325581395349,1.0,0.35,0.35,0.3,0.3325581395348837,False
a202,n202,4,0.0,0.09302325581395349,1.0,0.35,0.35,0.3,0.3325581395348837,False
a203,n203,4,0.0,0.09302325581395349,1.0,0.35,0.35,0.3,0.3325581395348837,False
a204,n204,4,0.0,0.09302325581395349,1.0,0.35,0.35,0.3,0.3325581395348837,False
a205,n205,4,0.0,0.09302325581395349,1.0,0.35,0.35,0.3,0.3325581395348837,False
a206,n206,4,0.0,0.09302325581395349,1.0,0.35,0.35,0.3,0.3325581395348837,False
a207,n207,4,0.0,0.09302325581395349,1.0,0.35,0.35,0.3,0.3325581395348837,False
a208,n208,4,0.0,0.09302325581395349,1.0,0.35,0.35,0.3,0.3325581395348837,False
a209,n209,4,0.0,0.09302325581395349,1.0,0.35,0.35,0.3,0.3325581395348837,False
a210,n210,4,0.0,0.09302325581395349,1.0,0.35,0.35,0.3,0.3325581395348837,False
a211,n211,4,0.0,0.09302325581395349,1.0,0.35,0.35,0.3,0.3325581395348837,False
a212,n212,4,0.0,0.09302325581395349,1.0,0.35,0.35,0.3,0.3325581395348837,False
a213,n213,4,0.0,0.09302325581395349,1.0,0.35,0.35,0.3,0.3325581395348837,False
a214,n214,3,0.25,0.06976744186046512,0.9375,0.35,0.35,0.3,0.39316860465116277,False
a215,n215,4,0.0,0.09302325581395349,1.0,0.35,0.35,0.3,0.3325581395348837,False
a216,n216,4,0.0,0.09302325581395349,1.0,0.35,0.35,0.3,0.3325581395348837,False
a217,n217,4,0.0,0.09302325581395349,1.0,0.35,0.35,0.3,0.3325581395348837,False
a218,n218,4,0.0,0.09302325581395349,1.0,0.35,0.35,0.3,0.3325581395348837,False
a219,n219,4,0.0,0.09302325581395349,1.0,0.35,0.35,0.3,0.3325581395348837,False
a220,n220,4,0.0,0.09302325581395349,1.0,0.35,0.35,0.3,0.3325581395348837,False
a221,n221,4,0.0,0.09302325581395349,1.0,0.35,0.35,0.3,0.3325581395348837,False
a222,n222,4,0.0,0.09302325581395349,1.0,0.35,0.35,0.3,0.3325581395348837,False
a223,n223,4,0.0,0.09302325581395349,1.0,0.35,0.35,0.3,0.3325581395348837,False
a224,n224,4,0.0,0.09302325581395349,1.0,0.35,0.35,0.3,0.3325581395348837,False
a225,n225,4,0.0,0.09302325581395349,1.0,0.35,0.35,0.3,0.3325581395348837,False
a226,n226,4,0.0,0.09302325581395349,1.0,0.35,0.35,0.3,0.3325581395348837,False
a227,n227,4,0.0,0.09302325581395349,1.0,0.35,0.35,0.3,0.3325581395348837,False
a228,n228,3,0.25,0.06976744186046512,0.9375,0.35,0.35,0.3,0.39316860465116277,False
a229,n229,4,0.0,0.09302325581395349,1.0,0.35,0.35,0.3,0.3325581395348837,False
a230,n230,4,0.0,0.09302325581395349,1.0,0.35,0.35,0.3,0.3325581395348837,False
a231,n231,3,0.25,0.13953488372093023,0.6875,0.35,0.35,0.3,0.34258720930232556,False
a232,n232,3,0.25,0.06976744186046512,0.9375,0.35,0.35,0.3,0.39316860465116277,False
a233,n233,4,0.0,0.09302325581395349,1.0,0.35,0.35,0.3,0.3325581395348837,False
a234,n234,4,0.0,0.09302325581395349,1.0,0.35,0.35,0.3,0.3325581395348837,False
a235,n235,4,0.0,0.09302325581395349,1.0,0.35,0.35,0.3,0.3325581395348837,False
a236,n236,4,0.0,0.09302325581395349,1.0,0.35,0.35,0.3,0.3325581395348837,False
a237,n237,4,0.0,0.09302325581395349,1.0,0.35,0.35,0.3,0.3325581395348837,False
a238,n238,4,0.0,0.09302325581395349,1.0,0.35,0.35,0.3,0.3325581395348837,False
a239,n239,4,0.0,0.09302325581395349,1.0,0.35,0.35,0.3,0.3325581395348837,False
a240,n240,4,0.0,0.09302325581395349,1.0,0.35,0.35,0.3,0.3325581395348837,False
a241,n241,4,0.0,0.09302325581395349,1.0,0.35,0.35,0.3,0.3325581395348837,False
a242,n242,3,0.25,0.06976744186046512,0.9375,0.35,0.35,0.3,0.39316860465116277,False
a243,n243,3,0.25,0.06976744186046512,0.9375,0.35,0.35,0.3,0.39316860465116277,False
a244,n244,3,0.25,0.06976744186046512,0.9375,0.35,0.35,0.3,0.39316860465116277,False
a245,n245,4,0.0,0.09302325581395349,1.0,0.35,0.35,0.3,0.3325581395348837,False
a246,n246,4,0.0,0.09302325581395349,1.0,0.35,0.35,0.3,0.3325581395348837,False
a247,n247,3,0.25,0.06976744186046512,0.9375,0.35,0.35,0.3,0.39316860465116277,False
a248,n248,4,0.0,0.09302325581395349,1.0,0.35,0.35,0.3,0.3325581395348837,False
a249,n249,4,0.0,0.09302325581395349,1.0,0.35,0.35,0.3,0.3325581395348837,False
a250,n250,4,0.0,0.09302325581395349,1.0,0.35,0.35,0.3,0.3325581395348837,False
a251,n251,4,0.0,0.09302325581395349,1.0,0.35,0.35,0.3,0.3325581395348837,False
a252,n252,4,0.0,0.09302325581395349,1.0,0.35,0.35,0.3,0.3325581395348837,False
a253,n253,4,0.0,0.09302325581395349,1.0,0.35,0.35,0.3,0.3325581395348837,False
a254,n254,4,0.0,0.09302325581395349,1.0,0.35,0.35,0.3,0.3325581395348837,False
a255,n255,4,0.0,0.09302325581395349,1.0,0.35,0.35,0.3,0.3325581395348837,False
a256,n256,4,0.0,0.09302325581395349,1.0,0.35,0.35,0.3,0.3325581395348837,False
a257,n257,4,0.0,0.09302325581395349,1.0,0.35,0.35,0.3,0.3325581395348837,False
a258,n258,4,0.0,0.09302325581395349,1.0,0.35,0.35,0.3,0.3325581395348837,False
a259,n259,4,0.0,0.09302325581395349,1.0,0.35,0.35,0.3,0.3325581395348837,False
a260,n260,4,0.0,0.09302325581395349,1.0,0.35,0.35,0.3,0.3325581395348837,False
a261,n261,4,0.0,0.09302325581395349,1.0,0.35,0.35,0.3,0.3325581395348837,False
a262,n262,3,0.25,0.06976744186046512,0.9375,0.35,0.35,0.3,0.39316860465116277,False
a263,n263,2,0.5,0.046511627906976744,0.875,0.35,0.35,0.3,0.45377906976744187,False
a264,n264,4,0.0,0.09302325581395349,1.0,0.35,0.35,0.3,0.3325581395348837,False
a265,n265,4,0.0,0.09302325581395349,1.0,0.35,0.35,0.3,0.3325581395348837,False
a266,n266,4,0.0,0.09302325581395349,1.0,0.35,0.35,0.3,0.3325581395348837,False
a267,n267,4,0.0,0.09302325581395349,1.0,0.35,0.35,0.3,0.3325581395348837,False
a268,n268,4,0.0,0.09302325581395349,1.0,0.35,0.35,0.3,0.3325581395348837,False
a269,n269,4,0.0,0.09302325581395349,1.0,0.35,0.35,0.3,0.3325581395348837,False
a270,n270,4,0.0,0.09302325581395349,1.0,0.35,0.35,0.3,0.3325581395348837,False
a271,n271,4,0.0,0.09302325581395349,1.0,0.35,0.35,0.3,0.3325581395348837,False
a272,n272,4,0.0,0.09302325581395349,1.0,0.35,0.35,0.3,0.3325581395348837,False
a273,n273,4,0.0,0.09302325581395349,1.0,0.35,0.35,0.3,0.3325581395348837,False
a274,n274,4,0.0,0.09302325581395349,1.0,0.35,0.35,0.3,0.3325581395348837,False
a275,n275,4,0.0,0.09302325581395349,1.0,0.35,0.35,0.3,0.3325581395348837,False
a276,n276,4,0.0,0.09302325581395349,1.0,0.35,0.35,0.3,0.3325581395348837,False
a277,n277,4,0.0,0.09302325581395349,1.0,0.35,0.35,0.3,0.3325581395348837,False
a278,n278,4,0.0,0.09302325581395349,1.0,0.35,0.35,0.3,0.3325581395348837,False
a279,n279,4,0.0,0.09302325581395349,1.0,0.35,0.35,0.3,0.3325581395348837,False
a280,n280,4,0.0,0.09302325581395349,1.0,0.35,0.35,0.3,0.3325581395348837,False
a281,n281,4,0.0,0.09302325581395349,1.0,0.35,0.35,0.3,0.3325581395348837,False
a282,n282,4,0.0,0.09302325581395349,1.0,0.35,0.35,0.3,0.3325581395348837,False
a283,n283,4,0.0,0.09302325581395349,1.0,0.35,0.35,0.3,0.3325581395348837,False
a284,n284,4,0.0,0.09302325581395349,1.0,0.35,0.35,0.3,0.3325581395348837,False
a285,n285,4,0.0,0.09302325581395349,1.0,0.35,0.35,0.3,0.3325581395348837,False
a286,n286,4,0.0,0.09302325581395349,1.0,0.35,0.35,0.3,0.3325581395348837,False
a287,n287,4,0.0,0.09302325581395349,1.0,0.35,0.35,0.3,0.3325581395348837,False
a288,n288,4,0.0,0.09302325581395349,1.0,0.35,0.35,0.3,0.3325581395348837,False
