node_id,haplotype_count,path_fraction,predecessor_consistency,successor_consistency,local_consistency,consistency_score,status
n229,4,1.0,1.0,1.0,1.0,1.0,shared
n230,4,1.0,1.0,1.0,1.0,1.0,shared
n231,3,0.75,0.5,0.5,1.0,0.6875,shared
n232,3,0.75,1.0,1.0,1.0,0.9375,shared
n233,4,1.0,1.0,1.0,1.0,1.0,shared
n234,4,1.0,1.0,1.0,1.0,1.0,shared
n235,4,1.0,1.0,1.0,1.0,1.0,shared
n236,4,1.0,1.0,1.0,1.0,1.0,shared
n237,4,1.0,1.0,1.0,1.0,1.0,shared
n238,4,1.0,1.0,1.0,1.0,1.0,shared
n239,4,1.0,1.0,1.0,1.0,1.0,shared
n240,4,1.0,1.0,1.0,1.0,1.0,shared
n241,4,1.0,1.0,1.0,1.0,1.0,shared
n242,3,0.75,1.0,1.0,1.0,0.9375,shared
n243,3,0.75,1.0,1.0,1.0,0.9375,shared
n244,3,0.75,1.0,1.0,1.0,0.9375,shared
n245,4,1.0,1.0,1.0,1.0,1.0,shared
n246,4,1.0,1.0,1.0,1.0,1.0,shared
n247,3,0.75,1.0,1.0,1.0,0.9375,shared
n248,4,1.0,1.0,1.0,1.0,1.0,shared
n249,4,1.0,1.0,1.0,1.0,1.0,shared
n250,4,1.0,1.0,1.0,1.0,1.0,shared
n251,4,1.0,1.0,1.0,1.0,1.0,shared
n252,4,1.0,1.0,1.0,1.0,1.0,shared
n253,4,1.0,1.0,1.0,1.0,1.0,shared
n254,4,1.0,1.0,1.0,1.0,1.0,shared
n255,4,1.0,1.0,1.0,1.0,1.0,shared
n256,4,1.0,1.0,1.0,1.0,1.0,shared
n257,4,1.0,1.0,1.0,1.0,1.0,shared
n258,4,1.0,1.0,1.0,1.0,1.0,shared
n259,4,1.0,1.0,1.0,1.0,1.0,shared
n260,4,1.0,1.0,1.0,1.0,1.0,shared
n261,4,1.0,1.0,1.0,1.0,1.0,shared
n262,3,0.75,1.0,1.0,1.0,0.9375,shared
n263,2,0.5,1.0,1.0,1.0,0.875,shared
n264,4,1.0,1.0,1.0,1.0,1.0,shared
n265,4,1.0,1.0,1.0,1.0,1.0,shared
n266,4,1.0,1.0,1.0,1.0,1.0,shared
n267,4,1.0,1.0,1.0,1.0,1.0,shared
n268,4,1.0,1.0,1.0,1.0,1.0,shared
n269,4,1.0,1.0,1.0,1.0,1.0,shared
n270,4,1.0,1.0,1.0,1.0,1.0,shared
n271,4,1.0,1.0,1.0,1.0,1.0,shared
n272,4,1.0,1.0,1.0,1.0,1.0,shared
n273,4,1.0,1.0,1.0,1.0,1.0,shared
n274,4,1.0,1.0,1.0,1.0,1.0,shared
n275,4,1.0,1.0,1.0,1.0,1.0,shared
n276,4,1.0,1.0,1.0,1.0,1.0,shared
n277,4,1.0,1.0,1.0,1.0,1.0,shared
n278,4,1.0,1.0,1.0,1.0,1.0,shared
n279,4,1.0,1.0,1.0,1.0,1.0,shared
n280,4,1.0,1.0,1.0,1.0,1.0,shared
n281,4,1.0,1.0,1.0,1.0,1.0,shared
n282,4,1.0,1.0,1.0,1.0,1.0,shared
n283,4,1.0,1.0,1.0,1.0,1.0,shared
n284,4,1.0,1.0,1.0,1.0,1.0,shared
n285,4,1.0,1.0,1.0,1.0,1.0,shared
n286,4,1.0,1.0,1.0,1.0,1.0,shared
n287,4,1.0,1.0,1.0,1.0,1.0,shared
n288,4,1.0,1.0,1.0,1.0,1.0,shared
n289,4,1.0,1.0,1.0,1.0,1.0,shared
n290,4,1.0,1.0,1.0,1.0,1.0,shared
n291,4,1.0,1.0,1.0,1.0,1.0,shared
n292,4,1.0,1.0,1.0,1.0,1.0,shared
n293,4,1.0,1.0,1.0,1.0,1.0,shared
n294,3,0.75,1.0,1.0,1.0,0.9375,shared
n295,4,1.0,1.0,1.0,1.0,1.0,shared
n296,3,0.75,1.0,1.0,1.0,0.9375,shared
n297,3,0.75,1.0,1.0,1.0,0.9375,shared
n298,4,1.0,1.0,1.0,1.0,1.0,shared
n299,4,1.0,1.0,1.0,1.0,1.0,shared
n300,4,1.0,1.0,1.0,1.0,1.0,shared
n301,3,0.75,1.0,1.0,1.0,0.9375,shared
n302,3,0.75,1.0,1.0,1.0,0.9375,shared
n303,4,1.0,1.0,1.0,1.0,1.0,shared
n304,4,1.0,1.0,1.0,1.0,1.0,shared
n305,4,1.0,1.0,1.0,1.0,1.0,shared
n306,4,1.0,1.0,1.0,1.0,1.0,shared
n307,4,1.0,1.0,1.0,1.0,1.0,shared
n308,4,1.0,1.0,1.0,1.0,1.0,shared
n309,4,1.0,1.0,1.0,1.0,1.0,shared
n310,4,1.0,1.0,1.0,1.0,1.0,shared
n311,4,1.0,1.0,1.0,1.0,1.0,shared
n312,4,1.0,1.0,1.0,1.0,1.0,shared
n313,4,1.0,1.0,1.0,1.0,1.0,shared
n314,4,1.0,1.0,1.0,1.0,1.0,shared
n315,4,1.0,0.5714285714285714,0.5714285714285714,1.0,0.7857142857142857,shared
n316,4,1.0,1.0,1.0,1.0,1.0,shared
n317,4,1.0,1.0,1.0,1.0,1.0,shared
n318,3,0.75,1.0,1.0,1.0,0.9375,shared
n319,3,0.75,1.0,1.0,1.0,0.9375,shared
n320,4,1.0,1.0,1.0,1.0,1.0,shared
n321,4,1.0,1.0,1.0,1.0,1.0,shared
n322,4,1.0,0.5,0.5,1.0,0.75,shared
n323,4,1.0,1.0,1.0,1.0,1.0,shared
n324,4,1.0,1.0,1.0,1.0,1.0,shared
n325,3,0.75,1.0,1.0,1.0,0.9375,shared
n326,4,1.0,1.0,1.0,1.0,1.0,shared
n327,3,0.75,1.0,1.0,1.0,0.9375,shared
n328,3,0.75,1.0,1.0,1.0,0.9375,shared
n329,4,1.0,1.0,1.0,1.0,1.0,shared
n330,4,1.0,1.0,1.0,1.0,1.0,shared
n331,4,1.0,1.0,1.0,1.0,1.0,shared
n332,4,1.0,1.0,1.0,1.0,1.0,shared
n333,3,0.75,1.0,1.0,1.0,0.9375,shared
n334,4,1.0,1.0,1.0,1.0,1.0,shared
n335,4,1.0,1.0,1.0,1.0,1.0,shared
n336,3,0.75,1.0,1.0,1.0,0.9375,shared
n337,4,1.0,1.0,1.0,1.0,1.0,shared
n338,4,1.0,1.0,1.0,1.0,1.0,shared
n339,3,0.75,1.0,1.0,1.0,0.9375,shared
n340,4,1.0,1.0,1.0,1.0,1.0,shared
n341,4,1.0,1.0,1.0,1.0,1.0,shared
n342,4,1.0,1.0,1.0,1.0,1.0,shared
n343,4,1.0,1.0,1.0,1.0,1.0,shared
n344,4,1.0,1.0,1.0,1.0,1.0,shared
n345,3,0.75,1.0,1.0,1.0,0.9375,shared
n346,4,1.0,1.0,1.0,1.0,1.0,shared
n347,4,1.0,1.0,1.0,1.0,1.0,shared
n348,4,1.0,1.0,1.0,1.0,1.0,shared
n349,4,1.0,1.0,1.0,1.0,1.0,shared
n350,4,1.0,0.5,0.5,1.0,0.75,shared
n351,4,1.0,1.0,1.0,1.0,1.0,shared
n352,4,1.0,1.0,1.0,1.0,1.0,shared
n353,4,1.0,1.0,1.0,1.0,1.0,shared
n354,4,1.0,1.0,1.0,1.0,1.0,shared
n355,4,1.0,1.0,1.0,1.0,1.0,shared
n356,4,1.0,1.0,1.0,1.0,1.0,shared
n357,4,1.0,1.0,1.0,1.0,1.0,shared
n358,4,1.0,1.0,1.0,1.0,1.0,shared
n359,4,1.0,1.0,1.0,1.0,1.0,shared
n360,4,1.0,1.0,1.0,1.0,1.0,shared
n361,4,1.0,1.0,1.0,1.0,1.0,shared
n362,4,1.0,1.0,1.0,1.0,1.0,shared
n363,4,1.0,1.0,1.0,1.0,1.0,shared
n364,4,1.0,1.0,1.0,1.0,1.0,shared
n365,4,1.0,1.0,1.0,1.0,1.0,shared
n366,4,1.0,1.0,1.0,1.0,1.0,shared
n367,4,1.0,1.0,1.0,1.0,1.0,shared
n368,4,1.0,1.0,1.0,1.0,1.0,shared
n369,4,1.0,1.0,1.0,1.0,1.0,shared
n370,3,0.75,1.0,1.0,1.0,0.9375,shared
n371,4,1.0,1.0,1.0,1.0,1.0,shared
n372,3,0.75,1.0,1.0,1.0,0.9375,shared
n373,4,1.0,1.0,1.0,1.0,1.0,shared
n374,4,1.0,0.5714285714285714,0.5714285714285714,1.0,0.7857142857142857,shared
n375,4,1.0,1.0,1.0,1.0,1.0,shared
n376,4,1.0,1.0,1.0,1.0,1.0,shared
n377,3,0.75,1.0,1.0,1.0,0.9375,shared
n378,3,0.75,1.0,1.0,1.0,0.9375,shared
n379,4,1.0,0.5714285714285714,1.0,1.0,0.8928571428571428,shared
n380,4,1.0,1.0,1.0,1.0,1.0,shared
n381,4,1.0,1.0,1.0,1.0,1.0,shared
n382,3,0.75,1.0,1.0,1.0,0.9375,shared
n383,3,0.75,1.0,1.0,1.0,0.9375,shared
n384,3,0.75,1.0,1.0,1.0,0.9375,shared
n385,4,1.0,1.0,1.0,1.0,1.0,shared
n386,4,1.0,1.0,1.0,1.0,1.0,shared
n387,4,1.0,1.0,1.0,1.0,1.0,shared
n388,3,0.75,1.0,1.0,1.0,0.9375,shared
n389,4,1.0,1.0,1.0,1.0,1.0,shared
n390,4,1.0,0.5,0.5,1.0,0.75,shared
n391,4,1.0,1.0,1.0,1.0,1.0,shared
n392,4,1.0,1.0,1.0,1.0,1.0,shared
n393,4,1.0,0.5,0.5,1.0,0.75,shared
n394,4,1.0,1.0,1.0,1.0,1.0,shared
n395,4,1.0,1.0,1.0,1.0,1.0,shared
n396,4,1.0,1.0,1.0,1.0,1.0,shared
n397,4,1.0,1.0,1.0,1.0,1.0,shared
n398,4,1.0,1.0,1.0,1.0,1.0,shared
n399,4,1.0,1.0,1.0,1.0,1.0,shared
n400,3,0.75,1.0,1.0,1.0,0.9375,shared
n401,3,0.75,1.0,1.0,1.0,0.9375,shared
n402,4,1.0,1.0,1.0,1.0,1.0,shared
n403,4,1.0,1.0,1.0,1.0,1.0,shared
n404,4,1.0,1.0,1.0,1.0,1.0,shared
n405,4,1.0,1.0,1.0,1.0,1.0,shared
n406,4,1.0,1.0,1.0,1.0,1.0,shared
n407,4,1.0,1.0,1.0,1.0,1.0,shared
n408,4,1.0,1.0,1.0,1.0,1.0,shared
n409,4,1.0,1.0,1.0,1.0,1.0,shared
n410,3,0.75,1.0,1.0,1.0,0.9375,shared
n411,4,1.0,1.0,1.0,1.0,1.0,shared
n412,4,1.0,1.0,1.0,1.0,1.0,shared
n413,4,1.0,1.0,1.0,1.0,1.0,shared
n414,4,1.0,1.0,1.0,1.0,1.0,shared
n415,4,1.0,1.0,1.0,1.0,1.0,shared
n416,4,1.0,1.0,1.0,1.0,1.0,shared
n417,4,1.0,1.0,1.0,1.0,1.0,shared
n418,4,1.0,1.0,1.0,1.0,1.0,shared
n419,3,0.75,1.0,1.0,1.0,0.9375,shared
n420,4,1.0,1.0,1.0,1.0,1.0,shared
n421,4,1.0,1.0,1.0,1.0,1.0,shared
n422,4,1.0,1.0,1.0,1.0,1.0,shared
n423,4,1.0,1.0,1.0,1.0,1.0,shared
n424,4,1.0,1.0,1.0,1.0,1.0,shared
n425,4,1.0,1.0,1.0,1.0,1.0,shared
n426,4,1.0,1.0,1.0,1.0,1.0,shared
n427,4,1.0,1.0,1.0,1.0,1.0,shared
n428,3,0.75,1.0,1.0,1.0,0.9375,shared
n429,4,1.0,1.0,1.0,1.0,1.0,shared
n430,4,1.0,1.0,1.0,1.0,1.0,shared
n431,4,1.0,1.0,1.0,1.0,1.0,shared
n432,3,0.75,1.0,1.0,1.0,0.9375,shared
n433,4,1.0,1.0,1.0,1.0,1.0,shared
n434,4,1.0,1.0,1.0,1.0,1.0,shared
n435,4,1.0,1.0,1.0,1.0,1.0,shared
n436,4,1.0,1.0,1.0,1.0,1.0,shared
n437,4,1.0,1.0,1.0,1.0,1.0,shared
n438,4,1.0,1.0,1.0,1.0,1.0,shared
n439,3,0.75,1.0,1.0,1.0,0.9375,shared
n440,3,0.75,1.0,1.0,1.0,0.9375,shared
n441,4,1.0,1.0,1.0,1.0,1.0,shared
n442,4,1.0,1.0,1.0,1.0,1.0,shared
n443,4,1.0,1.0,1.0,1.0,1.0,shared
n444,4,1.0,1.0,1.0,1.0,1.0,shared
n445,4,1.0,1.0,1.0,1.0,1.0,shared
n446,4,1.0,1.0,1.0,1.0,1.0,shared
n447,4,1.0,1.0,1.0,1.0,1.0,shared
n448,4,1.0,1.0,1.0,1.0,1.0,shared
n449,4,1.0,1.0,1.0,1.0,1.0,shared
n450,4,1.0,1.0,1.0,1.0,1.0,shared
n451,4,1.0,1.0,1.0,1.0,1.0,shared
n452,3,0.75,1.0,1.0,1.0,0.9375,shared
n453,3,0.75,1.0,1.0,1.0,0.9375,shared
n454,3,0.75,1.0,1.0,1.0,0.9375,shared
n455,4,1.0,1.0,1.0,1.0,1.0,shared
n456,4,1.0,1.0,1.0,1.0,1.0,shared
n457,4,1.0,1.0,1.0,1.0,1.0,shared
n458,3,0.75,1.0,1.0,1.0,0.9375,shared
n459,4,1.0,1.0,1.0,1.0,1.0,shared
n460,3,0.75,1.0,1.0,1.0,0.9375,shared
n461,4,1.0,1.0,1.0,1.0,1.0,shared
n462,3,0.75,1.0,1.0,1.0,0.9375,shared
n463,4,1.0,1.0,1.0,1.0,1.0,shared
n464,4,1.0,1.0,1.0,1.0,1.0,shared
n465,4,1.0,1.0,1.0,1.0,1.0,shared
n466,4,1.0,1.0,1.0,1.0,1.0,shared
n467,4,1.0,1.0,1.0,1.0,1.0,shared
n468,4,1.0,1.0,1.0,1.0,1.0,shared
n469,4,1.0,1.0,1.0,1.0,1.0,shared
n470,4,1.0,1.0,1.0,1.0,1.0,shared
n471,4,1.0,1.0,1.0,1.0,1.0,shared
n472,4,1.0,1.0,1.0,1.0,1.0,shared
n473,4,1.0,1.0,1.0,1.0,1.0,shared
n474,4,1.0,1.0,1.0,1.0,1.0,shared
n475,3,0.75,1.0,1.0,1.0,0.9375,shared
n476,4,1.0,1.0,1.0,1.0,1.0,shared
n477,4,1.0,1.0,1.0,1.0,1.0,shared
n478,4,1.0,1.0,1.0,1.0,1.0,shared
n479,4,1.0,1.0,1.0,1.0,1.0,shared
n480,4,1.0,1.0,1.0,1.0,1.0,shared
n481,4,1.0,1.0,1.0,1.0,1.0,shared
n482,4,1.0,1.0,1.0,1.0,1.0,shared
n483,4,1.0,1.0,1.0,1.0,1.0,shared
n484,4,1.0,1.0,1.0,1.0,1.0,shared
n485,4,1.0,1.0,1.0,1.0,1.0,shared
n486,3,0.75,1.0,1.0,1.0,0.9375,shared
n487,3,0.75,1.0,1.0,1.0,0.9375,shared
n488,4,1.0,1.0,1.0,1.0,1.0,shared
n489,4,1.0,1.0,1.0,1.0,1.0,shared
