node_id,haplotype_count,path_fraction,predecessor_consistency,successor_consistency,local_consistency,consistency_score,status
n70,14,1.0,1.0,1.0,1.0,1.0,shared
n71,14,1.0,1.0,1.0,1.0,1.0,shared
n72,14,1.0,1.0,1.0,1.0,1.0,shared
n73,14,1.0,1.0,1.0,1.0,1.0,shared
n74,14,1.0,1.0,1.0,1.0,1.0,shared
n75,14,1.0,1.0,1.0,1.0,1.0,shared
n76,14,1.0,1.0,1.0,1.0,1.0,shared
n77,14,1.0,1.0,1.0,1.0,1.0,shared
n78,14,1.0,0.5,0.5,1.0,0.75,shared
n79,14,1.0,1.0,1.0,1.0,1.0,shared
n80,14,1.0,1.0,1.0,1.0,1.0,shared
n81,14,1.0,1.0,1.0,1.0,1.0,shared
n82,13,0.9285714285714286,1.0,1.0,1.0,0.9821428571428572,shared
n83,14,1.0,1.0,1.0,1.0,1.0,shared
n84,14,1.0,1.0,1.0,1.0,1.0,shared
n85,14,1.0,1.0,1.0,1.0,1.0,shared
n86,14,1.0,1.0,1.0,1.0,1.0,shared
n87,14,1.0,1.0,1.0,1.0,1.0,shared
n88,14,1.0,1.0,1.0,1.0,1.0,shared
n89,14,1.0,1.0,1.0,1.0,1.0,shared
n90,14,1.0,1.0,1.0,1.0,1.0,shared
n91,14,1.0,1.0,1.0,1.0,1.0,shared
n92,14,1.0,1.0,1.0,1.0,1.0,shared
n93,13,0.9285714285714286,1.0,1.0,1.0,0.9821428571428572,shared
n94,14,1.0,1.0,1.0,1.0,1.0,shared
n95,14,1.0,1.0,1.0,1.0,1.0,shared
n96,14,1.0,1.0,1.0,1.0,1.0,shared
n97,14,1.0,1.0,1.0,1.0,1.0,shared
n98,14,1.0,1.0,1.0,1.0,1.0,shared
n99,14,1.0,1.0,1.0,1.0,1.0,shared
n100,14,1.0,1.0,1.0,1.0,1.0,shared
n101,14,1.0,1.0,0.5185185185185185,1.0,0.8796296296296297,shared
n102,14,1.0,1.0,1.0,1.0,1.0,shared
n103,14,1.0,1.0,1.0,1.0,1.0,shared
n104,14,1.0,1.0,1.0,1.0,1.0,shared
n105,14,1.0,1.0,1.0,1.0,1.0,shared
n106,14,1.0,1.0,1.0,1.0,1.0,shared
n107,13,0.9285714285714286,1.0,1.0,1.0,0.9821428571428572,shared
n108,14,1.0,1.0,1.0,1.0,1.0,shared
n109,14,1.0,1.0,1.0,1.0,1.0,shared
n110,14,1.0,1.0,1.0,1.0,1.0,shared
n111,14,1.0,1.0,1.0,1.0,1.0,shared
n112,14,1.0,1.0,1.0,1.0,1.0,shared
n113,14,1.0,1.0,1.0,1.0,1.0,shared
n114,14,1.0,1.0,1.0,1.0,1.0,shared
n115,14,1.0,1.0,1.0,1.0,1.0,shared
n116,13,0.9285714285714286,1.0,1.0,1.0,0.9821428571428572,shared
n117,14,1.0,1.0,1.0,1.0,1.0,shared
n118,13,0.9285714285714286,1.0,0.5,1.0,0.8571428571428572,shared
n119,14,1.0,1.0,1.0,1.0,1.0,shared
n120,14,1.0,1.0,1.0,1.0,1.0,shared
n121,14,1.0,1.0,1.0,1.0,1.0,shared
n122,14,1.0,1.0,1.0,1.0,1.0,shared
n123,14,1.0,1.0,1.0,1.0,1.0,shared
n124,14,1.0,1.0,1.0,1.0,1.0,shared
n125,14,1.0,1.0,1.0,1.0,1.0,shared
n126,13,0.9285714285714286,1.0,1.0,1.0,0.9821428571428572,shared
n127,14,1.0,1.0,1.0,1.0,1.0,shared
n128,13,0.9285714285714286,1.0,1.0,1.0,0.9821428571428572,shared
n129,13,0.9285714285714286,1.0,1.0,1.0,0.9821428571428572,shared
n130,14,1.0,1.0,1.0,1.0,1.0,shared
n131,14,1.0,1.0,1.0,1.0,1.0,shared
n132,14,1.0,1.0,1.0,1.0,1.0,shared
n133,14,1.0,1.0,1.0,1.0,1.0,shared
n134,14,1.0,1.0,1.0,1.0,1.0,shared
n135,14,1.0,1.0,1.0,1.0,1.0,shared
n136,14,1.0,1.0,1.0,1.0,1.0,shared
n137,14,1.0,1.0,1.0,1.0,1.0,shared
n138,14,1.0,1.0,1.0,1.0,1.0,shared
n139,14,1.0,1.0,1.0,1.0,1.0,shared
n140,13,0.9285714285714286,1.0,1.0,1.0,0.9821428571428572,shared
n141,14,1.0,1.0,1.0,1.0,1.0,shared
n142,14,1.0,1.0,1.0,1.0,1.0,shared
n143,14,1.0,1.0,1.0,1.0,1.0,shared
n144,14,1.0,1.0,1.0,1.0,1.0,shared
n145,14,1.0,1.0,1.0,1.0,1.0,shared
n146,14,1.0,1.0,1.0,1.0,1.0,shared
n147,14,1.0,1.0,1.0,1.0,1.0,shared
n148,14,1.0,1.0,1.0,1.0,1.0,shared
n149,14,1.0,1.0,1.0,1.0,1.0,shared
n150,14,1.0,0.5,1.0,1.0,0.875,shared
n151,14,1.0,1.0,1.0,1.0,1.0,shared
n152,14,1.0,1.0,1.0,1.0,1.0,shared
n153,14,1.0,1.0,1.0,1.0,1.0,shared
n154,14,1.0,1.0,1.0,1.0,1.0,shared
n155,14,1.0,1.0,1.0,1.0,1.0,shared
n156,14,1.0,1.0,1.0,1.0,1.0,shared
n157,14,1.0,1.0,1.0,1.0,1.0,shared
n158,14,1.0,1.0,1.0,1.0,1.0,shared
n159,14,1.0,1.0,1.0,1.0,1.0,shared
n160,14,1.0,1.0,1.0,1.0,1.0,shared
n161,14,1.0,1.0,1.0,1.0,1.0,shared
n162,14,1.0,1.0,1.0,1.0,1.0,shared
n163,13,0.9285714285714286,1.0,1.0,1.0,0.9821428571428572,shared
n164,14,1.0,1.0,1.0,1.0,1.0,shared
n165,14,1.0,1.0,1.0,1.0,1.0,shared
n166,14,1.0,1.0,1.0,1.0,1.0,shared
n167,14,1.0,1.0,1.0,1.0,1.0,shared
n168,14,1.0,1.0,1.0,1.0,1.0,shared
n169,13,0.9285714285714286,1.0,1.0,1.0,0.9821428571428572,shared
n170,14,1.0,0.5185185185185185,0.5185185185185185,1.0,0.7592592592592593,shared
n171,14,1.0,1.0,1.0,1.0,1.0,shared
n172,14,1.0,1.0,1.0,1.0,1.0,shared
n173,14,1.0,1.0,1.0,1.0,1.0,shared
n174,14,1.0,1.0,1.0,1.0,1.0,shared
n175,14,1.0,1.0,1.0,1.0,1.0,shared
n176,14,1.0,1.0,1.0,1.0,1.0,shared
n177,14,1.0,1.0,1.0,1.0,1.0,shared
n178,14,1.0,1.0,1.0,1.0,1.0,shared
n179,14,1.0,0.5,0.5,1.0,0.75,shared
n180,14,1.0,1.0,1.0,1.0,1.0,shared
n181,14,1.0,1.0,1.0,1.0,1.0,shared
n182,13,0.9285714285714286,1.0,1.0,1.0,0.9821428571428572,shared
n183,14,1.0,1.0,1.0,1.0,1.0,shared
n184,14,1.0,1.0,1.0,1.0,1.0,shared
n185,14,1.0,1.0,1.0,1.0,1.0,shared
n186,13,0.9285714285714286,1.0,1.0,1.0,0.9821428571428572,shared
n187,14,1.0,1.0,1.0,1.0,1.0,shared
n188,13,0.9285714285714286,1.0,1.0,1.0,0.9821428571428572,shared
n189,13,0.9285714285714286,1.0,1.0,1.0,0.9821428571428572,shared
n190,14,1.0,1.0,1.0,1.0,1.0,shared
n191,14,1.0,1.0,1.0,1.0,1.0,shared
n192,14,1.0,1.0,1.0,1.0,1.0,shared
n193,13,0.9285714285714286,1.0,1.0,1.0,0.9821428571428572,shared
n194,14,1.0,1.0,1.0,1.0,1.0,shared
n195,14,1.0,1.0,1.0,1.0,1.0,shared
n196,14,1.0,1.0,1.0,1.0,1.0,shared
n197,14,1.0,1.0,1.0,1.0,1.0,shared
n198,14,1.0,1.0,1.0,1.0,1.0,shared
n199,14,1.0,1.0,1.0,1.0,1.0,shared
n200,13,0.9285714285714286,1.0,1.0,1.0,0.9821428571428572,shared
n201,14,1.0,1.0,1.0,1.0,1.0,shared
n202,14,1.0,1.0,1.0,1.0,1.0,shared
n203,14,1.0,1.0,1.0,1.0,1.0,shared
n204,14,1.0,1.0,1.0,1.0,1.0,shared
n205,14,1.0,1.0,1.0,1.0,1.0,shared
n206,14,1.0,1.0,1.0,1.0,1.0,shared
n207,14,1.0,1.0,1.0,1.0,1.0,shared
n208,14,1.0,1.0,1.0,1.0,1.0,shared
n209,14,1.0,1.0,1.0,1.0,1.0,shared
n210,14,1.0,1.0,1.0,1.0,1.0,shared
n211,14,1.0,1.0,1.0,1.0,1.0,shared
n212,14,1.0,1.0,1.0,1.0,1.0,shared
n213,14,1.0,1.0,1.0,1.0,1.0,shared
n214,13,0.9285714285714286,1.0,1.0,1.0,0.9821428571428572,shared
n215,14,1.0,1.0,1.0,1.0,1.0,shared
n216,14,1.0,1.0,1.0,1.0,1.0,shared
n217,14,1.0,1.0,1.0,1.0,1.0,shared
n218,14,1.0,1.0,1.0,1.0,1.0,shared
n219,14,1.0,1.0,1.0,1.0,1.0,shared
n220,14,1.0,1.0,1.0,1.0,1.0,shared
n221,14,1.0,1.0,1.0,1.0,1.0,shared
n222,14,1.0,1.0,1.0,1.0,1.0,shared
n223,14,1.0,1.0,1.0,1.0,1.0,shared
n224,14,1.0,1.0,1.0,1.0,1.0,shared
n225,14,1.0,1.0,1.0,1.0,1.0,shared
n226,14,1.0,1.0,1.0,1.0,1.0,shared
n227,14,1.0,1.0,1.0,1.0,1.0,shared
n228,13,0.9285714285714286,1.0,1.0,1.0,0.9821428571428572,shared
n229,14,1.0,1.0,1.0,1.0,1.0,shared
n230,14,1.0,1.0,1.0,1.0,1.0,shared
n231,13,0.9285714285714286,0.5,0.5,1.0,0.7321428571428572,shared
n232,13,0.9285714285714286,1.0,1.0,1.0,0.9821428571428572,shared
n233,14,1.0,1.0,1.0,1.0,1.0,shared
n234,14,1.0,1.0,1.0,1.0,1.0,shared
n235,14,1.0,1.0,1.0,1.0,1.0,shared
n236,14,1.0,1.0,1.0,1.0,1.0,shared
n237,14,1.0,1.0,1.0,1.0,1.0,shared
n238,14,1.0,1.0,1.0,1.0,1.0,shared
n239,14,1.0,1.0,1.0,1.0,1.0,shared
n240,14,1.0,1.0,1.0,1.0,1.0,shared
n241,14,1.0,1.0,1.0,1.0,1.0,shared
n242,13,0.9285714285714286,1.0,1.0,1.0,0.9821428571428572,shared
n243,13,0.9285714285714286,1.0,1.0,1.0,0.9821428571428572,shared
n244,13,0.9285714285714286,1.0,1.0,1.0,0.9821428571428572,shared
n245,14,1.0,1.0,1.0,1.0,1.0,shared
n246,14,1.0,1.0,1.0,1.0,1.0,shared
n247,13,0.9285714285714286,1.0,1.0,1.0,0.9821428571428572,shared
n248,14,1.0,1.0,1.0,1.0,1.0,shared
n249,14,1.0,1.0,1.0,1.0,1.0,shared
n250,14,1.0,1.0,1.0,1.0,1.0,shared
n251,14,1.0,1.0,1.0,1.0,1.0,shared
n252,14,1.0,1.0,1.0,1.0,1.0,shared
n253,14,1.0,1.0,1.0,1.0,1.0,shared
n254,14,1.0,1.0,1.0,1.0,1.0,shared
n255,14,1.0,1.0,1.0,1.0,1.0,shared
n256,14,1.0,1.0,1.0,1.0,1.0,shared
n257,14,1.0,1.0,1.0,1.0,1.0,shared
n258,14,1.0,1.0,1.0,1.0,1.0,shared
n259,14,1.0,1.0,1.0,1.0,1.0,shared
n260,14,1.0,1.0,1.0,1.0,1.0,shared
n261,14,1.0,1.0,1.0,1.0,1.0,shared
n262,13,0.9285714285714286,1.0,1.0,1.0,0.9821428571428572,shared
n263,12,0.8571428571428571,1.0,1.0,1.0,0.9642857142857143,shared
n264,14,1.0,1.0,1.0,1.0,1.0,shared
n265,14,1.0,1.0,1.0,1.0,1.0,shared
n266,14,1.0,1.0,1.0,1.0,1.0,shared
n267,14,1.0,1.0,1.0,1.0,1.0,shared
n268,14,1.0,1.0,1.0,1.0,1.0,shared
n269,14,1.0,1.0,1.0,1.0,1.0,shared
n270,14,1.0,1.0,1.0,1.0,1.0,shared
n271,14,1.0,1.0,1.0,1.0,1.0,shared
n272,14,1.0,1.0,1.0,1.0,1.0,shared
n273,14,1.0,1.0,1.0,1.0,1.0,shared
n274,14,1.0,1.0,1.0,1.0,1.0,shared
n275,14,1.0,1.0,1.0,1.0,1.0,shared
n276,14,1.0,1.0,1.0,1.0,1.0,shared
n277,14,1.0,1.0,1.0,1.0,1.0,shared
n278,14,1.0,1.0,1.0,1.0,1.0,shared
n279,14,1.0,1.0,1.0,1.0,1.0,shared
n280,14,1.0,1.0,1.0,1.0,1.0,shared
n281,14,1.0,1.0,1.0,1.0,1.0,shared
n282,14,1.0,1.0,1.0,1.0,1.0,shared
n283,14,1.0,1.0,1.0,1.0,1.0,shared
n284,14,1.0,1.0,1.0,1.0,1.0,shared
n285,14,1.0,1.0,1.0,1.0,1.0,shared
n286,14,1.0,1.0,1.0,1.0,1.0,shared
n287,14,1.0,1.0,1.0,1.0,1.0,shared
n288,14,1.0,1.0,1.0,1.0,1.0,shared
n289,14,1.0,1.0,1.0,1.0,1.0,shared
n290,14,1.0,1.0,1.0,1.0,1.0,shared
n291,14,1.0,1.0,1.0,1.0,1.0,shared
n292,14,1.0,1.0,1.0,1.0,1.0,shared
n293,14,1.0,1.0,1.0,1.0,1.0,shared
n294,13,0.9285714285714286,1.0,1.0,1.0,0.9821428571428572,shared
n295,14,1.0,1.0,1.0,1.0,1.0,shared
n296,13,0.9285714285714286,1.0,1.0,1.0,0.9821428571428572,shared
n297,13,0.9285714285714286,1.0,1.0,1.0,0.9821428571428572,shared
n298,14,1.0,1.0,1.0,1.0,1.0,shared
n299,14,1.0,1.0,1.0,1.0,1.0,shared
n300,14,1.0,1.0,1.0,1.0,1.0,shared
n301,13,0.9285714285714286,1.0,1.0,1.0,0.9821428571428572,shared
n302,13,0.9285714285714286,1.0,1.0,1.0,0.9821428571428572,shared
n303,14,1.0,1.0,1.0,1.0,1.0,shared
n304,14,1.0,1.0,1.0,1.0,1.0,shared
n305,14,1.0,1.0,1.0,1.0,1.0,shared
n306,14,1.0,1.0,1.0,1.0,1.0,shared
n307,14,1.0,1.0,1.0,1.0,1.0,shared
n308,14,1.0,1.0,1.0,1.0,1.0,shared
n309,14,1.0,1.0,1.0,1.0,1.0,shared
n310,14,1.0,1.0,1.0,1.0,1.0,shared
n311,14,1.0,1.0,1.0,1.0,1.0,shared
n312,14,1.0,1.0,1.0,1.0,1.0,shared
n313,14,1.0,1.0,1.0,1.0,1.0,shared
n314,14,1.0,1.0,1.0,1.0,1.0,shared
n315,14,1.0,0.5185185185185185,0.5185185185185185,1.0,0.7592592592592593,shared
n316,14,1.0,1.0,1.0,1.0,1.0,shared
n317,14,1.0,1.0,1.0,1.0,1.0,shared
n318,13,0.9285714285714286,1.0,1.0,1.0,0.9821428571428572,shared
n319,13,0.9285714285714286,1.0,1.0,1.0,0.9821428571428572,shared
n320,14,1.0,1.0,1.0,1.0,1.0,shared
n321,14,1.0,1.0,1.0,1.0,1.0,shared
n322,14,1.0,0.5,0.5,1.0,0.75,shared
n323,14,1.0,1.0,1.0,1.0,1.0,shared
n324,14,1.0,1.0,1.0,1.0,1.0,shared
n325,13,0.9285714285714286,1.0,1.0,1.0,0.9821428571428572,shared
n326,14,1.0,1.0,1.0,1.0,1.0,shared
n327,13,0.9285714285714286,1.0,1.0,1.0,0.9821428571428572,shared
n328,13,0.9285714285714286,1.0,1.0,1.0,0.9821428571428572,shared
n329,14,1.0,1.0,1.0,1.0,1.0,shared
n330,14,1.0,1.0,1.0,1.0,1.0,shared
n331,14,1.0,1.0,1.0,1.0,1.0,shared
n332,14,1.0,1.0,1.0,1.0,1.0,shared
n333,13,0.9285714285714286,1.0,1.0,1.0,0.9821428571428572,shared
n334,14,1.0,1.0,1.0,1.0,1.0,shared
n335,14,1.0,1.0,1.0,1.0,1.0,shared
n336,13,0.9285714285714286,1.0,1.0,1.0,0.9821428571428572,shared
n337,14,1.0,1.0,1.0,1.0,1.0,shared
n338,14,1.0,1.0,1.0,1.0,1.0,shared
n339,13,0.9285714285714286,1.0,1.0,1.0,0.9821428571428572,shared
n340,14,1.0,1.0,1.0,1.0,1.0,shared
n341,14,1.0,1.0,1.0,1.0,1.0,shared
n342,14,1.0,1.0,1.0,1.0,1.0,shared
n343,14,1.0,1.0,1.0,1.0,1.0,shared
n344,14,1.0,1.0,1.0,1.0,1.0,shared
n345,13,0.9285714285714286,1.0,1.0,1.0,0.9821428571428572,shared
n346,14,1.0,1.0,1.0,1.0,1.0,shared
n347,14,1.0,1.0,1.0,1.0,1.0,shared
n348,14,1.0,1.0,1.0,1.0,1.0,shared
n349,14,1.0,1.0,1.0,1.0,1.0,shared
n350,14,1.0,0.5,0.5,1.0,0.75,shared
n351,14,1.0,1.0,1.0,1.0,1.0,shared
n352,14,1.0,1.0,1.0,1.0,1.0,shared
n353,14,1.0,1.0,1.0,1.0,1.0,shared
n354,14,1.0,1.0,1.0,1.0,1.0,shared
n355,14,1.0,1.0,1.0,1.0,1.0,shared
n356,14,1.0,1.0,1.0,1.0,1.0,shared
n357,14,1.0,1.0,1.0,1.0,1.0,shared
n358,14,1.0,1.0,1.0,1.0,1.0,shared
n359,14,1.0,1.0,1.0,1.0,1.0,shared
n360,14,1.0,1.0,1.0,1.0,1.0,shared
n361,14,1.0,1.0,1.0,1.0,1.0,shared
n362,14,1.0,1.0,1.0,1.0,1.0,shared
n363,14,1.0,1.0,1.0,1.0,1.0,shared
n364,14,1.0,1.0,1.0,1.0,1.0,shared
n365,14,1.0,1.0,1.0,1.0,1.0,shared
n366,14,1.0,1.0,1.0,1.0,1.0,shared
n367,14,1.0,1.0,1.0,1.0,1.0,shared
n368,14,1.0,1.0,1.0,1.0,1.0,shared
n369,14,1.0,1.0,1.0,1.0,1.0,shared
n370,13,0.9285714285714286,1.0,1.0,1.0,0.9821428571428572,shared
n371,14,1.0,1.0,1.0,1.0,1.0,shared
n372,13,0.9285714285714286,1.0,1.0,1.0,0.9821428571428572,shared
n373,14,1.0,1.0,1.0,1.0,1.0,shared
n374,14,1.0,0.5185185185185185,0.5185185185185185,1.0,0.7592592592592593,shared
n375,14,1.0,1.0,1.0,1.0,1.0,shared
n376,14,1.0,1.0,1.0,1.0,1.0,shared
n377,13,0.9285714285714286,1.0,1.0,1.0,0.9821428571428572,shared
n378,13,0.9285714285714286,1.0,1.0,1.0,0.9821428571428572,shared
n379,14,1.0,0.5185185185185185,1.0,1.0,0.8796296296296297,shared
n380,14,1.0,1.0,1.0,1.0,1.0,shared
n381,14,1.0,1.0,1.0,1.0,1.0,shared
n382,13,0.9285714285714286,1.0,1.0,1.0,0.9821428571428572,shared
n383,13,0.9285714285714286,1.0,1.0,1.0,0.9821428571428572,shared
n384,13,0.9285714285714286,1.0,1.0,1.0,0.9821428571428572,shared
n385,14,1.0,1.0,1.0,1.0,1.0,shared
n386,14,1.0,1.0,1.0,1.0,1.0,shared
n387,14,1.0,1.0,1.0,1.0,1.0,shared
n388,13,0.9285714285714286,1.0,1.0,1.0,0.9821428571428572,shared
n389,14,1.0,1.0,1.0,1.0,1.0,shared
n390,14,1.0,0.5,0.5,1.0,0.75,shared
n391,14,1.0,1.0,1.0,1.0,1.0,shared
n392,14,1.0,1.0,1.0,1.0,1.0,shared
n393,14,1.0,0.5,0.5,1.0,0.75,shared
n394,14,1.0,1.0,1.0,1.0,1.0,shared
n395,14,1.0,1.0,1.0,1.0,1.0,shared
n396,14,1.0,1.0,1.0,1.0,1.0,shared
n397,14,1.0,1.0,1.0,1.0,1.0,shared
n398,14,1.0,1.0,1.0,1.0,1.0,shared
n399,14,1.0,1.0,1.0,1.0,1.0,shared
n400,13,0.9285714285714286,1.0,1.0,1.0,0.9821428571428572,shared
n401,13,0.9285714285714286,1.0,1.0,1.0,0.9821428571428572,shared
n402,14,1.0,1.0,1.0,1.0,1.0,shared
n403,14,1.0,1.0,1.0,1.0,1.0,shared
n404,14,1.0,1.0,1.0,1.0,1.0,shared
n405,14,1.0,1.0,1.0,1.0,1.0,shared
n406,14,1.0,1.0,1.0,1.0,1.0,shared
n407,14,1.0,1.0,1.0,1.0,1.0,shared
n408,14,1.0,1.0,1.0,1.0,1.0,shared
n409,14,1.0,1.0,1.0,1.0,1.0,shared
n410,13,0.9285714285714286,1.0,1.0,1.0,0.9821428571428572,shared
n411,14,1.0,1.0,1.0,1.0,1.0,shared
n412,14,1.0,1.0,1.0,1.0,1.0,shared
n413,14,1.0,1.0,1.0,1.0,1.0,shared
n414,14,1.0,1.0,1.0,1.0,1.0,shared
n415,14,1.0,1.0,1.0,1.0,1.0,shared
n416,14,1.0,1.0,1.0,1.0,1.0,shared
n417,14,1.0,1.0,1.0,1.0,1.0,shared
n418,14,1.0,1.0,1.0,1.0,1.0,shared
n419,13,0.9285714285714286,1.0,1.0,1.0,0.9821428571428572,shared
n420,14,1.0,1.0,1.0,1.0,1.0,shared
n421,14,1.0,1.0,1.0,1.0,1.0,shared
n422,14,1.0,1.0,1.0,1.0,1.0,shared
n423,14,1.0,1.0,1.0,1.0,1.0,shared
n424,14,1.0,1.0,1.0,1.0,1.0,shared
n425,14,1.0,1.0,1.0,1.0,1.0,shared
n426,14,1.0,1.0,1.0,1.0,1.0,shared
n427,14,1.0,1.0,1.0,1.0,1.0,shared
n428,13,0.9285714285714286,1.0,1.0,1.0,0.9821428571428572,shared
n429,14,1.0,1.0,1.0,1.0,1.0,shared
n430,14,1.0,1.0,1.0,1.0,1.0,shared
n431,14,1.0,1.0,1.0,1.0,1.0,shared
n432,13,0.9285714285714286,1.0,1.0,1.0,0.9821428571428572,shared
n433,14,1.0,1.0,1.0,1.0,1.0,shared
n434,14,1.0,1.0,1.0,1.0,1.0,shared
n435,14,1.0,1.0,1.0,1.0,1.0,shared
n436,14,1.0,1.0,1.0,1.0,1.0,shared
n437,14,1.0,1.0,1.0,1.0,1.0,shared
n438,14,1.0,1.0,1.0,1.0,1.0,shared
n439,13,0.9285714285714286,1.0,1.0,1.0,0.9821428571428572,shared
n440,13,0.9285714285714286,1.0,1.0,1.0,0.9821428571428572,shared
n441,14,1.0,1.0,1.0,1.0,1.0,shared
n442,14,1.0,1.0,1.0,1.0,1.0,shared
n443,14,1.0,1.0,1.0,1.0,1.0,shared
n444,14,1.0,1.0,1.0,1.0,1.0,shared
n445,14,1.0,1.0,1.0,1.0,1.0,shared
n446,14,1.0,1.0,1.0,1.0,1.0,shared
n447,14,1.0,1.0,1.0,1.0,1.0,shared
n448,14,1.0,1.0,1.0,1.0,1.0,shared
n449,14,1.0,1.0,1.0,1.0,1.0,shared
n450,14,1.0,1.0,1.0,1.0,1.0,shared
n451,14,1.0,1.0,1.0,1.0,1.0,shared
n452,13,0.9285714285714286,1.0,1.0,1.0,0.9821428571428572,shared
n453,13,0.9285714285714286,1.0,1.0,1.0,0.9821428571428572,shared
n454,13,0.9285714285714286,1.0,1.0,1.0,0.9821428571428572,shared
n455,14,1.0,1.0,1.0,1.0,1.0,shared
n456,14,1.0,1.0,1.0,1.0,1.0,shared
n457,14,1.0,1.0,1.0,1.0,1.0,shared
n458,13,0.9285714285714286,1.0,1.0,1.0,0.9821428571428572,shared
n459,14,1.0,1.0,1.0,1.0,1.0,shared
n460,13,0.9285714285714286,1.0,1.0,1.0,0.9821428571428572,shared
n461,14,1.0,1.0,1.0,1.0,1.0,shared
n462,13,0.9285714285714286,1.0,1.0,1.0,0.9821428571428572,shared
n463,14,1.0,1.0,1.0,1.0,1.0,shared
n464,14,1.0,1.0,1.0,1.0,1.0,shared
n465,14,1.0,1.0,1.0,1.0,1.0,shared
n466,14,1.0,1.0,1.0,1.0,1.0,shared
