source,target,haplotype_count,path_support_fraction,source_transition_agreement,consistency_score
n10118,n16946,4,1.0,1.0,1.0
n10119,n20451,4,1.0,1.0,1.0
n1012,n14386,3,0.75,1.0,0.875
n10120,n20457,4,1.0,1.0,1.0
n10121,n1438,4,1.0,1.0,1.0
n10121,n20462,4,1.0,1.0,1.0
n10122,n5713,4,1.0,1.0,1.0
n10123,n5778,4,1.0,1.0,1.0
n10124,n1751,4,1.0,1.0,1.0
n10125,n5848,4,1.0,1.0,1.0
n10126,n5875,4,1.0,1.0,1.0
n10127,n5912,4,1.0,1.0,1.0
n10128,n2237,3,0.75,1.0,0.875
n10129,n2284,3,0.75,1.0,0.875
n1013,n16964,4,1.0,1.0,1.0
n10130,n20501,4,1.0,1.0,1.0
n10131,n6202,4,1.0,1.0,1.0
n10132,n3042,4,1.0,1.0,1.0
n10133,n3088,4,1.0,1.0,1.0
n10134,n6233,4,1.0,1.0,1.0
n10135,n3332,4,1.0,1.0,1.0
n10136,n17150,3,0.75,1.0,0.875
n10137,n17154,4,1.0,1.0,1.0
n10138,n17163,4,1.0,1.0,1.0
n10139,n3842,3,0.75,1.0,0.875
n1014,n14401,4,1.0,1.0,1.0
n10140,n17186,4,1.0,1.0,1.0
n10141,n6580,4,1.0,1.0,1.0
n10142,n20526,3,0.75,1.0,0.875
n10143,n17244,3,0.75,1.0,0.875
n10144,n4791,4,1.0,1.0,1.0
n10145,n20548,3,0.75,1.0,0.875
n10146,n5216,4,1.0,1.0,1.0
n10147,n20557,3,0.75,1.0,0.875
n10148,n5468,4,1.0,1.0,1.0
n10149,n20565,3,0.75,1.0,0.875
n1015,n3717,4,1.0,1.0,1.0
n1015,n3718,4,1.0,1.0,1.0
n10150,n5738,4,1.0,1.0,1.0
n10151,n7192,4,1.0,1.0,1.0
n10152,n7226,3,0.75,1.0,0.875
n10153,n17381,4,1.0,1.0,1.0
n10154,n20587,4,1.0,1.0,1.0
n10155,n6498,4,1.0,1.0,1.0
n10156,n20595,3,0.75,1.0,0.875
n10157,n7481,4,1.0,1.0,1.0
n10157,n7484,3,0.75,0.75,0.75
n10158,n7520,3,0.75,1.0,0.875
n10159,n20612,4,1.0,1.0,1.0
n1016,n3733,4,1.0,1.0,1.0
n10160,n17477,4,1.0,1.0,1.0
n10161,n7557,4,1.0,1.0,1.0
n10162,n17487,4,1.0,1.0,1.0
n10163,n20615,4,1.0,1.0,1.0
n10164,n7463,4,1.0,1.0,1.0
n10165,n17503,3,0.75,1.0,0.875
n10166,n20627,4,1.0,1.0,1.0
n10167,n17521,4,1.0,1.0,1.0
n10168,n7691,4,1.0,1.0,1.0
n10169,n17541,4,1.0,1.0,1.0
n1017,n18328,3,0.75,1.0,0.875
n10170,n17544,4,1.0,1.0,1.0
n10170,n8036,4,1.0,1.0,1.0
n10171,n17545,4,1.0,1.0,1.0
n10172,n8155,4,1.0,1.0,1.0
n10173,n17555,4,1.0,1.0,1.0
n10174,n7859,4,1.0,1.0,1.0
n10175,n17594,3,0.75,1.0,0.875
n10176,n20652,4,1.0,1.0,1.0
n10177,n20657,4,1.0,1.0,1.0
n10178,n9578,4,1.0,1.0,1.0
n10179,n8208,3,0.75,1.0,0.875
n1018,n15189,4,1.0,1.0,1.0
n10180,n8248,3,0.75,1.0,0.875
n10181,n8300,4,1.0,1.0,1.0
n10182,n17687,4,1.0,1.0,1.0
n10183,n20671,4,1.0,1.0,1.0
n10184,n17693,3,0.75,1.0,0.875
n10185,n17708,4,1.0,1.0,1.0
n10186,n8643,3,0.75,1.0,0.875
n10187,n20692,4,1.0,1.0,1.0
n10188,n8725,3,0.75,1.0,0.875
n10189,n8763,4,1.0,1.0,1.0
n1019,n3743,4,1.0,1.0,1.0
n10190,n17800,4,1.0,1.0,1.0
n10191,n8803,4,1.0,1.0,1.0
n10192,n16248,3,0.75,1.0,0.875
n10193,n17811,3,0.75,1.0,0.875
n10194,n17815,4,1.0,1.0,1.0
n10195,n8854,4,1.0,1.0,1.0
n10196,n17818,4,1.0,1.0,1.0
n10197,n20709,3,0.75,1.0,0.875
n10198,n17851,4,1.0,1.0,1.0
n10199,n9033,3,0.75,1.0,0.875
n102,n1053,4,1.0,1.0,1.0
n1020,n15416,4,1.0,1.0,1.0
n10200,n17892,4,1.0,1.0,1.0
n10201,n17910,4,1.0,1.0,1.0
n10202,n17924,4,1.0,1.0,1.0
n10203,n9215,4,1.0,1.0,1.0
n10204,n17943,4,1.0,1.0,1.0
n10205,n17825,4,1.0,1.0,1.0
n10206,n17954,4,1.0,1.0,1.0
n10207,n17963,3,0.75,1.0,0.875
n10208,n17930,4,1.0,1.0,1.0
n10209,n18023,4,1.0,1.0,1.0
n1021,n14550,3,0.75,1.0,0.875
n10210,n9356,4,1.0,1.0,1.0
n10211,n18091,4,1.0,1.0,1.0
n10212,n18110,4,1.0,1.0,1.0
n10213,n20759,3,0.75,1.0,0.875
n10214,n17991,3,0.75,1.0,0.875
n10215,n18004,4,1.0,1.0,1.0
n10216,n18404,4,1.0,1.0,1.0
n10217,n9467,3,0.75,1.0,0.875
n10218,n18019,4,1.0,1.0,1.0
n10219,n18028,4,1.0,1.0,1.0
n1022,n15473,4,1.0,1.0,1.0
n10220,n18917,3,0.75,1.0,0.875
n10221,n20773,4,1.0,1.0,1.0
n10222,n20779,4,1.0,1.0,1.0
n10223,n20782,4,1.0,1.0,1.0
n10224,n9808,4,1.0,1.0,1.0
n10225,n20789,3,0.75,1.0,0.875
n10226,n9889,3,0.75,1.0,0.875
n10227,n9913,4,1.0,1.0,1.0
n10228,n20749,4,1.0,1.0,1.0
n10229,n20825,4,1.0,1.0,1.0
n1023,n14580,3,0.75,0.75,0.75
n1023,n19513,4,1.0,1.0,1.0
n10230,n18239,4,1.0,1.0,1.0
n10231,n21230,4,1.0,1.0,1.0
n10232,n18289,4,1.0,1.0,1.0
n10233,n10480,4,1.0,1.0,1.0
n10234,n10483,4,1.0,1.0,1.0
n10235,n18298,4,1.0,1.0,1.0
n10236,n20849,4,1.0,1.0,1.0
n10237,n20852,4,1.0,1.0,1.0
n10238,n20854,4,1.0,1.0,1.0
n10239,n18350,4,1.0,1.0,1.0
n1024,n19592,4,1.0,1.0,1.0
n10240,n18353,4,1.0,1.0,1.0
n10240,n20858,4,1.0,1.0,1.0
n10240,n599,4,1.0,1.0,1.0
n10241,n10671,4,1.0,1.0,1.0
n10242,n18360,4,1.0,1.0,1.0
n10242,n18361,4,1.0,1.0,1.0
n10243,n18363,4,1.0,1.0,1.0
n10244,n10702,4,1.0,1.0,1.0
n10245,n20862,3,0.75,1.0,0.875
n10246,n18379,4,1.0,1.0,1.0
n10247,n20868,4,1.0,1.0,1.0
n10248,n18424,4,1.0,1.0,1.0
n10249,n18441,4,1.0,1.0,1.0
n1025,n19618,3,0.75,1.0,0.875
n10250,n18450,4,1.0,1.0,1.0
n10251,n18459,3,0.75,1.0,0.875
n10252,n11116,3,0.75,1.0,0.875
n10253,n11117,4,1.0,1.0,1.0
n10254,n18504,3,0.75,1.0,0.875
n10255,n20895,4,1.0,1.0,1.0
n10256,n2703,4,1.0,1.0,1.0
n10257,n11257,4,1.0,1.0,1.0
n10258,n18539,4,1.0,1.0,1.0
n10259,n3056,4,1.0,1.0,1.0
n1026,n20052,4,1.0,1.0,1.0
n10260,n3084,4,1.0,1.0,1.0
n10261,n20906,4,1.0,1.0,1.0
n10262,n3200,4,1.0,1.0,1.0
n10263,n20916,4,1.0,1.0,1.0
n10264,n20930,4,1.0,1.0,1.0
n10265,n11663,4,1.0,1.0,1.0
n10266,n18681,4,1.0,1.0,1.0
n10267,n18682,4,1.0,1.0,1.0
n10268,n11712,4,1.0,1.0,1.0
n10269,n5070,4,1.0,1.0,1.0
n1027,n14621,4,1.0,1.0,1.0
n10270,n18732,3,0.75,1.0,0.875
n10271,n18748,4,1.0,1.0,1.0
n10272,n20951,4,1.0,1.0,1.0
n10273,n6215,3,0.75,1.0,0.875
n10274,n18805,4,1.0,1.0,1.0
n10275,n20961,3,0.75,1.0,0.875
n10276,n6683,4,1.0,1.0,1.0
n10277,n12158,4,1.0,1.0,1.0
n10278,n20978,4,1.0,1.0,1.0
n10279,n18916,4,1.0,1.0,1.0
n1028,n15639,4,1.0,1.0,1.0
n10280,n7880,4,1.0,1.0,1.0
n10281,n12466,4,1.0,1.0,1.0
n10282,n19000,4,1.0,1.0,1.0
n10283,n8884,3,0.75,1.0,0.875
n10284,n12773,4,1.0,1.0,1.0
n10285,n21006,4,1.0,1.0,1.0
n10286,n9371,3,0.75,1.0,0.875
n10287,n21012,3,0.75,1.0,0.875
n10288,n12922,4,1.0,1.0,1.0
n10289,n21014,4,1.0,1.0,1.0
n1029,n3786,4,1.0,1.0,1.0
n10290,n9943,4,1.0,1.0,1.0
n10291,n21016,4,1.0,1.0,1.0
n10292,n12977,3,0.75,1.0,0.875
n10293,n13026,4,1.0,1.0,1.0
n10294,n10669,4,1.0,1.0,1.0
n10295,n21033,4,1.0,1.0,1.0
n10296,n13209,4,1.0,1.0,1.0
n10297,n11114,3,0.75,1.0,0.875
n10298,n13291,4,1.0,1.0,1.0
n10299,n19186,3,0.75,1.0,0.875
n103,n15116,4,1.0,1.0,1.0
n1030,n14649,3,0.75,1.0,0.875
n10300,n21043,4,1.0,1.0,1.0
n10301,n21047,4,1.0,1.0,1.0
n10302,n11636,4,1.0,1.0,1.0
n10303,n21050,4,1.0,1.0,1.0
n10304,n19232,4,1.0,1.0,1.0
n10305,n11787,4,1.0,1.0,1.0
n10306,n19237,4,1.0,1.0,1.0
n10307,n13567,3,0.75,1.0,0.875
n10308,n13614,3,0.75,1.0,0.875
n10309,n21064,4,1.0,1.0,1.0
n1031,n326,4,1.0,1.0,1.0
n10310,n13627,4,1.0,1.0,1.0
n10311,n12353,4,1.0,1.0,1.0
n10312,n19299,3,0.75,1.0,0.875
n10313,n21071,3,0.75,1.0,0.875
n10314,n21079,3,0.75,1.0,0.875
n10315,n12842,3,0.75,1.0,0.875
n10316,n21084,4,1.0,1.0,1.0
n10317,n19392,4,1.0,1.0,1.0
n10318,n19404,4,1.0,1.0,1.0
n10319,n21094,3,0.75,1.0,0.875
n1032,n3820,4,1.0,1.0,1.0
n10320,n13605,4,1.0,1.0,1.0
n10321,n19439,4,1.0,1.0,1.0
n10322,n21110,4,1.0,1.0,1.0
n10323,n21113,3,0.75,1.0,0.875
n10324,n14423,4,1.0,1.0,1.0
n10324,n14424,4,1.0,1.0,1.0
n10325,n19522,4,1.0,1.0,1.0
n10326,n14755,4,1.0,1.0,1.0
n10327,n14380,4,1.0,1.0,1.0
n10328,n19583,4,1.0,1.0,1.0
n10329,n15383,4,1.0,1.0,1.0
n1033,n3825,4,1.0,1.0,1.0
n10330,n15544,4,1.0,1.0,1.0
n10331,n15709,3,0.75,1.0,0.875
n10332,n14637,4,1.0,1.0,1.0
n10333,n19625,4,1.0,1.0,1.0
n10334,n19666,4,1.0,1.0,1.0
n10335,n19673,3,0.75,1.0,0.875
n10336,n19697,4,1.0,1.0,1.0
n10337,n14882,4,1.0,1.0,1.0
n10338,n19720,4,1.0,1.0,1.0
n10339,n19723,4,1.0,1.0,1.0
n1034,n3828,4,1.0,1.0,1.0
n10340,n14911,4,1.0,1.0,1.0
n10341,n17169,4,1.0,1.0,1.0
n10342,n17360,4,1.0,1.0,1.0
n10343,n15033,3,0.75,1.0,0.875
n10344,n17805,4,1.0,1.0,1.0
n10345,n15080,4,1.0,1.0,1.0
n10346,n15120,4,1.0,1.0,1.0
n10347,n21177,4,1.0,1.0,1.0
n10348,n21178,4,1.0,1.0,1.0
n10349,n21184,4,1.0,1.0,1.0
n1035,n14740,4,1.0,1.0,1.0
n10350,n19839,3,0.75,1.0,0.875
n10351,n21187,4,1.0,1.0,1.0
n10352,n19848,3,0.75,1.0,0.875
n10353,n18769,4,1.0,1.0,1.0
n10354,n19879,4,1.0,1.0,1.0
n10355,n19071,4,1.0,1.0,1.0
n10356,n15377,3,0.75,1.0,0.875
n10357,n21196,4,1.0,1.0,1.0
n10358,n15547,4,1.0,1.0,1.0
n10359,n19929,4,1.0,1.0,1.0
n1036,n14748,3,0.75,1.0,0.875
n10360,n15565,3,0.75,1.0,0.875
n10361,n15604,4,1.0,1.0,1.0
n10362,n21212,4,1.0,1.0,1.0
n10363,n20166,4,1.0,1.0,1.0
n10364,n21218,4,1.0,1.0,1.0
n10365,n15675,4,1.0,1.0,1.0
n10366,n20527,4,1.0,1.0,1.0
n10367,n20540,4,1.0,1.0,1.0
n10368,n15738,4,1.0,1.0,1.0
n10369,n20035,4,1.0,1.0,1.0
n1037,n14758,4,1.0,1.0,1.0
n10370,n21232,4,1.0,1.0,1.0
n10371,n21250,4,1.0,1.0,1.0
n10372,n20086,3,0.75,1.0,0.875
n10373,n21691,4,1.0,1.0,1.0
n10374,n20089,3,0.75,1.0,0.875
n10375,n21244,4,1.0,1.0,1.0
n10376,n15946,4,1.0,1.0,1.0
n10377,n21253,4,1.0,1.0,1.0
n10378,n21263,4,1.0,1.0,1.0
n10379,n660,4,1.0,1.0,1.0
n1038,n16328,3,0.75,1.0,0.875
n10380,n757,4,1.0,1.0,1.0
n10381,n16104,4,1.0,1.0,1.0
n10382,n16180,4,1.0,1.0,1.0
n10383,n1355,4,1.0,1.0,1.0
n10384,n16251,4,1.0,1.0,1.0
n10385,n2157,4,1.0,1.0,1.0
n10386,n20261,4,1.0,1.0,1.0
n10387,n21317,3,0.75,1.0,0.875
n10388,n16548,4,1.0,1.0,1.0
n10389,n16604,4,1.0,1.0,1.0
n1039,n3841,4,1.0,1.0,1.0
n10390,n21326,4,1.0,1.0,1.0
n10391,n20342,4,1.0,1.0,1.0
n10392,n21337,4,1.0,1.0,1.0
n10393,n4398,4,1.0,1.0,1.0
n10394,n4475,4,1.0,1.0,1.0
n10395,n16853,4,1.0,1.0,1.0
n10396,n5290,4,1.0,1.0,1.0
n10397,n21367,4,1.0,1.0,1.0
n10398,n5374,4,1.0,1.0,1.0
n10399,n16939,4,1.0,1.0,1.0
n104,n1115,4,1.0,1.0,1.0
n1040,n2151,4,1.0,1.0,1.0
n10400,n5524,4,1.0,1.0,1.0
n10401,n20461,4,1.0,1.0,1.0
n10402,n21379,4,1.0,1.0,1.0
n10403,n20484,4,1.0,1.0,1.0
n10404,n20485,4,1.0,1.0,1.0
n10405,n17068,4,1.0,1.0,1.0
n10406,n21383,3,0.75,1.0,0.875
n10407,n6273,4,1.0,1.0,1.0
n10408,n20509,4,1.0,1.0,1.0
n10409,n21395,4,1.0,1.0,1.0
n1041,n14779,4,1.0,1.0,1.0
n10410,n21407,4,1.0,1.0,1.0
n10411,n7161,4,1.0,1.0,1.0
n10412,n20588,4,1.0,1.0,1.0
n10413,n7380,3,0.75,1.0,0.875
n10414,n7388,4,1.0,1.0,1.0
n10415,n17432,4,1.0,1.0,1.0
n10416,n21419,4,1.0,1.0,1.0
n10417,n7661,4,1.0,1.0,1.0
n10418,n20653,4,1.0,1.0,1.0
n10419,n20661,4,1.0,1.0,1.0
n1042,n3845,4,1.0,1.0,1.0
n10420,n20662,4,1.0,1.0,1.0
n10421,n21433,4,1.0,1.0,1.0
n10422,n17719,4,1.0,1.0,1.0
n10423,n8552,4,1.0,1.0,1.0
n10424,n17779,4,1.0,1.0,1.0
n10425,n21449,4,1.0,1.0,1.0
n10426,n20715,4,1.0,1.0,1.0
n10427,n20740,4,1.0,1.0,1.0
n10428,n9298,3,0.75,1.0,0.875
n10429,n9365,4,1.0,1.0,1.0
n1043,n2571,4,1.0,1.0,1.0
n10430,n20755,4,1.0,1.0,1.0
n10431,n21472,3,0.75,1.0,0.875
n10432,n9497,4,1.0,1.0,1.0
n10433,n9521,3,0.75,1.0,0.875
n10434,n9599,3,0.75,1.0,0.875
n10435,n21480,4,1.0,1.0,1.0
n10436,n9811,3,0.75,1.0,0.875
n10437,n21485,3,0.75,1.0,0.875
n10438,n18159,4,1.0,1.0,1.0
n10439,n21500,4,1.0,1.0,1.0
n1044,n16435,4,1.0,1.0,1.0
n10440,n20832,4,1.0,1.0,1.0
n10441,n21518,4,1.0,1.0,1.0
n10442,n10683,4,1.0,1.0,1.0
n10442,n20860,4,1.0,1.0,1.0
n10443,n20864,4,1.0,1.0,1.0
n10444,n18393,4,1.0,1.0,1.0
n10445,n21539,4,1.0,1.0,1.0
n10446,n20894,4,1.0,1.0,1.0
n10447,n18611,4,1.0,1.0,1.0
n10448,n21552,4,1.0,1.0,1.0
n10449,n11666,4,1.0,1.0,1.0
n1045,n14791,3,0.75,1.0,0.875
n10450,n21561,4,1.0,1.0,1.0
n10451,n20981,4,1.0,1.0,1.0
n10452,n19005,3,0.75,1.0,0.875
n10453,n13260,4,1.0,1.0,1.0
n10454,n13463,4,1.0,1.0,1.0
n10455,n19313,4,1.0,1.0,1.0
n10456,n19390,4,1.0,1.0,1.0
n10457,n21614,4,1.0,1.0,1.0
n10458,n21107,4,1.0,1.0,1.0
n10459,n14264,3,0.75,1.0,0.875
n1046,n14800,4,1.0,1.0,1.0
n10460,n19568,4,1.0,1.0,1.0
n10461,n14517,4,1.0,1.0,1.0
n10462,n21128,4,1.0,1.0,1.0
n10463,n21621,4,1.0,1.0,1.0
n10464,n19621,3,0.75,1.0,0.875
n10465,n14686,3,0.75,1.0,0.875
n10466,n21626,4,1.0,1.0,1.0
n10467,n19723,4,1.0,1.0,1.0
n10468,n21642,4,1.0,1.0,1.0
n10469,n21169,4,1.0,1.0,1.0
n1047,n3854,3,0.75,1.0,0.875
n10470,n21659,4,1.0,1.0,1.0
n10471,n15808,4,1.0,1.0,1.0
n10472,n15824,4,1.0,1.0,1.0
n10473,n20135,3,0.75,1.0,0.875
n10474,n21281,4,1.0,1.0,1.0
n10475,n20227,4,1.0,1.0,1.0
n10476,n16351,4,1.0,1.0,1.0
n10477,n21325,3,0.75,1.0,0.875
n10478,n20353,4,1.0,1.0,1.0
n10479,n21724,4,1.0,1.0,1.0
n1048,n14816,4,1.0,1.0,1.0
n10480,n20404,4,1.0,1.0,1.0
n10481,n16826,4,1.0,1.0,1.0
n10482,n16895,4,1.0,1.0,1.0
n10483,n20432,4,1.0,1.0,1.0
n10484,n21749,4,1.0,1.0,1.0
n10485,n21422,4,1.0,1.0,1.0
n10486,n21443,4,1.0,1.0,1.0
n10487,n21766,4,1.0,1.0,1.0
n10488,n17995,4,1.0,1.0,1.0
n10488,n21468,4,1.0,1.0,1.0
n10489,n21775,3,0.75,1.0,0.875
n1049,n3880,4,1.0,1.0,1.0
n10490,n18253,4,1.0,1.0,1.0
n10491,n18275,4,1.0,1.0,1.0
n10492,n21549,4,1.0,1.0,1.0
n10493,n21795,3,0.75,1.0,0.875
n10494,n20983,4,1.0,1.0,1.0
n10495,n18932,4,1.0,1.0,1.0
n10496,n20990,4,1.0,1.0,1.0
n10497,n19347,3,0.75,1.0,0.875
n10498,n21617,4,1.0,1.0,1.0
n10499,n21116,3,0.75,1.0,0.875
n105,n15763,4,1.0,1.0,1.0
n1050,n14877,4,1.0,1.0,1.0
n10500,n21624,4,1.0,1.0,1.0
n10501,n21195,4,1.0,1.0,1.0
n10502,n21833,4,1.0,1.0,1.0
n10503,n21707,4,1.0,1.0,1.0
n10504,n21839,4,1.0,1.0,1.0
n10505,n20420,4,1.0,1.0,1.0
n10506,n21845,4,1.0,1.0,1.0
n10507,n21847,4,1.0,1.0,1.0
n10508,n21742,4,1.0,1.0,1.0
n10509,n21400,4,1.0,1.0,1.0
n1051,n16931,4,1.0,1.0,1.0
n10510,n21849,1,0.25,1.0,0.625
n10511,n20596,4,1.0,1.0,1.0
n10511,n20600,3,0.75,0.75,0.75
n10512,n21857,3,0.75,1.0,0.875
n10513,n21513,4,1.0,1.0,1.0
n10514,n21516,4,1.0,1.0,1.0
n10515,n21859,4,1.0,1.0,1.0
n10516,n21536,4,1.0,1.0,1.0
n10517,n21861,3,0.75,1.0,0.875
n10518,n21640,4,1.0,1.0,1.0
n10519,n21889,4,1.0,1.0,1.0
n1052,n16938,4,1.0,1.0,1.0
n10520,n21904,4,1.0,1.0,1.0
n10521,n24,4,1.0,1.0,1.0
n10522,n17,4,1.0,1.0,1.0
n10523,n178,4,1.0,1.0,1.0
n10524,n318,4,1.0,1.0,1.0
n10525,n37,4,1.0,1.0,1.0
n10526,n43,3,0.75,0.75,0.75
n10526,n44,4,1.0,1.0,1.0
n10527,n490,3,0.75,1.0,0.875
n10528,n533,3,0.75,1.0,0.875
n10529,n69,4,1.0,1.0,1.0
n1053,n5647,4,1.0,1.0,1.0
n10530,n73,4,1.0,1.0,1.0
n10531,n1991,3,0.75,1.0,0.875
n10532,n2496,3,0.75,1.0,0.875
n10533,n89,4,1.0,1.0,1.0
n10534,n256,4,1.0,1.0,1.0
n10535,n780,4,1.0,1.0,1.0
n10536,n275,4,1.0,1.0,1.0
n10537,n282,4,1.0,1.0,1.0
n10538,n889,4,1.0,1.0,1.0
n10539,n96,4,1.0,1.0,1.0
n1054,n5673,4,1.0,1.0,1.0
n10540,n940,4,1.0,1.0,1.0
n10541,n3686,4,1.0,1.0,1.0
n10542,n341,4,1.0,1.0,1.0
n10543,n1155,4,1.0,1.0,1.0
n10543,n4237,4,1.0,1.0,1.0
n10544,n373,3,0.75,1.0,0.875
n10545,n1185,4,1.0,1.0,1.0
n10546,n432,4,1.0,1.0,1.0
n10547,n134,4,1.0,1.0,1.0
n10548,n1335,4,1.0,1.0,1.0
n10548,n138,4,1.0,1.0,1.0
n10549,n4992,4,1.0,1.0,1.0
